X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
22.66,90.2,0.51,0.03,3.3,2.16,1.57,13.85,0.29,20.31
21.96,120.2,1.71,0.87,2.24,2.66,1.82,10.55,7.28,21.02
18.28,123.5,2.62,0.86,1.88,2.37,1.64,10.15,11.3,20.1
24.66,98.0,0.5,0.55,3.02,2.01,1.51,10.55,7.79,19.37
19.14,124.3,0.74,0.2,1.38,2.51,1.85,14.72,7.1,20.99
24.97,133.0,0.53,0.59,0.54,2.16,1.63,10.33,5.71,19.67
24.99,98.2,2.66,0.43,0.69,2.52,1.75,12.11,5.7,20.48
24.03,109.4,2.53,0.92,1.0,2.54,1.54,11.01,6.06,20.21
24.53,134.4,3.18,0.4,0.5,2.5,1.51,10.49,7.98,19.0
21.15,120.1,0.74,0.27,2.31,2.7,1.98,10.61,3.77,19.84
23.19,126.1,2.07,0.82,1.59,2.16,1.57,10.39,1.83,19.0
17.33,120.4,1.85,0.86,1.96,2.17,1.64,10.3,2.75,20.25
21.24,115.0,1.77,0.27,2.31,2.6,1.98,13.47,8.29,21.29
24.99,124.1,0.75,0.86,1.9,2.45,1.61,12.83,4.04,19.46
17.69,129.0,1.06,0.15,3.09,2.18,1.5,10.46,2.07,18.99
24.81,119.8,0.67,0.48,2.58,2.89,1.91,12.09,6.1,21.24
18.59,121.7,2.59,0.61,1.91,2.35,1.5,10.38,10.34,19.44
16.19,134.4,3.81,0.38,0.5,2.2,1.61,13.46,12.96,19.31
19.92,114.6,0.5,0.53,2.21,2.15,1.63,10.52,9.9,19.23
21.15,120.1,1.72,0.27,2.31,2.7,1.98,10.61,5.07,21.24
24.99,93.9,0.5,0.55,3.01,2.47,1.64,13.9,4.11,20.73
23.98,115.6,1.98,0.45,1.63,2.63,1.83,11.91,6.57,20.43
20.18,122.9,2.86,0.64,1.19,2.37,1.69,12.52,8.1,19.24
24.77,109.5,0.5,0.91,3.07,2.06,1.56,10.28,3.88,19.95
24.31,109.5,0.66,0.86,2.67,2.89,1.91,12.85,5.33,20.82
20.01,118.4,1.38,0.92,2.71,2.42,1.79,13.66,3.2,20.06
24.76,132.1,2.57,0.03,0.83,2.26,1.73,11.88,6.36,20.62
24.93,126.1,0.6,0.72,0.69,2.4,1.69,12.06,5.71,20.5
24.97,133.0,0.5,0.51,3.03,2.15,1.64,10.34,7.69,19.7
18.28,124.6,0.92,0.82,2.5,2.25,1.57,10.01,1.97,19.97
17.34,120.1,0.87,0.18,3.86,2.01,1.51,11.88,1.88,20.42
22.66,90.2,1.85,0.43,1.75,2.12,1.53,13.85,0.29,19.87
24.32,120.6,2.53,0.29,1.01,2.06,1.53,11.98,6.7,19.68
18.8,136.0,2.11,0.58,1.93,2.08,1.5,12.88,0.05,19.32
19.12,113.8,0.51,0.43,3.25,2.02,1.5,13.77,6.77,19.73
15.13,135.8,3.39,0.02,1.12,2.14,1.64,13.95,5.52,20.1
17.33,124.6,1.89,0.83,3.11,2.26,1.59,10.3,1.94,19.7
21.85,124.6,0.62,0.59,1.91,2.52,1.64,13.95,7.2,19.61
24.14,121.3,1.72,0.46,1.18,2.32,1.82,14.11,3.5,20.31
20.21,106.4,0.5,0.45,3.09,2.13,1.63,10.33,10.25,19.84
21.07,124.0,1.91,0.38,2.14,2.11,1.61,13.63,8.3,20.51
24.57,85.2,0.82,0.74,2.48,2.0,1.5,10.28,3.58,19.46
21.88,126.9,0.62,0.6,1.88,2.52,1.64,13.95,7.17,19.82
19.78,98.6,1.5,0.4,2.67,2.06,1.53,10.29,10.02,19.27
16.33,120.2,2.55,0.06,1.91,2.03,1.53,10.44,13.5,19.86
15.22,135.8,3.39,0.02,1.12,2.16,1.57,14.05,5.52,19.77
20.24,135.4,3.1,0.02,1.12,2.52,1.57,11.34,8.37,20.19
24.76,132.1,2.74,0.43,0.83,2.26,1.73,11.88,6.36,20.62
24.1,111.5,0.5,0.48,3.23,2.49,1.57,13.37,5.48,20.42
18.77,138.9,1.86,0.83,2.88,2.26,1.57,12.14,1.94,20.06
16.17,120.0,0.7,0.49,1.7,2.01,1.51,11.84,7.2,19.19
24.43,101.6,1.18,0.85,2.18,2.4,1.77,13.74,3.83,21.32
24.76,132.1,2.59,0.01,0.79,2.5,1.72,11.86,6.05,20.94
20.27,125.8,0.5,0.4,3.91,2.04,1.54,10.63,9.9,19.03
24.82,128.7,0.67,0.48,0.65,2.85,1.87,12.09,6.09,20.77
20.41,110.0,1.13,0.82,2.49,2.34,1.76,10.02,8.46,19.92
21.95,138.9,1.56,0.15,2.58,2.35,1.5,13.78,7.27,19.34
24.33,124.7,0.9,0.17,2.55,2.31,1.79,10.09,8.58,19.92
17.38,124.5,1.15,0.45,3.01,2.26,1.59,10.09,6.71,19.91
24.48,77.7,1.44,0.08,1.67,2.08,1.58,14.01,4.24,19.93
19.78,119.7,0.51,0.51,2.08,2.06,1.55,10.38,11.0,20.73
24.82,111.4,0.67,0.55,2.67,2.9,1.91,13.95,4.23,21.01
21.59,125.1,1.88,0.15,2.1,2.37,1.53,13.78,2.59,20.02
23.26,128.3,2.92,0.65,0.74,2.72,1.9,13.13,6.61,20.41
24.7,109.0,0.51,0.56,3.06,2.13,1.63,10.31,6.08,19.81
24.87,106.3,0.5,0.55,3.09,2.42,1.59,13.87,4.27,20.48
20.7,124.6,1.17,0.4,2.95,2.06,1.56,10.72,10.43,20.2
21.72,120.2,1.71,0.86,2.08,2.42,1.57,10.55,7.68,19.65
