X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP
20.15,127.1,2.49,0.02,1.74,2.22,1.65,10.05,15.1,-36.0,-161.04,120.72
18.08,128.7,0.95,0.03,1.72,2.32,1.52,13.86,16.35,-5.0,-225.07,87.09
16.04,129.5,0.95,0.38,1.76,2.16,1.66,11.45,12.74,-42.0,-143.22,103.31
20.29,129.0,0.95,0.7,0.87,2.2,1.7,13.86,16.42,-5.0,-232.35,79.72
21.54,121.8,2.23,0.61,0.8,2.42,1.91,14.6,15.74,-13.0,-236.76,67.92
15.36,131.5,0.86,0.61,0.5,2.1,1.6,13.88,15.74,-11.0,-218.21,95.53
15.85,130.9,2.74,0.05,1.69,2.02,1.52,13.15,17.92,-4.0,-221.57,88.26
24.44,129.5,0.99,0.38,2.21,2.04,1.52,11.59,12.85,-42.0,-167.43,96.24
24.03,107.9,1.51,0.26,0.55,2.32,1.53,11.12,13.83,-40.0,-163.24,107.72
15.86,130.9,2.75,0.23,2.49,2.01,1.51,14.95,17.92,-5.0,-248.82,50.12
24.45,128.0,0.64,0.57,2.81,2.17,1.64,11.12,14.68,-37.0,-170.27,116.29
16.64,131.1,3.4,0.32,1.49,2.03,1.53,12.73,15.76,-24.0,-202.85,102.03
16.64,131.3,3.42,0.57,1.72,2.29,1.54,14.53,17.93,4.0,-242.35,66.55
16.67,130.8,0.89,0.19,2.27,2.15,1.65,14.46,17.74,2.0,-244.89,64.36
21.56,131.3,2.28,0.6,1.72,2.58,1.7,14.82,17.4,4.0,-247.21,48.52
21.56,130.2,2.21,0.23,1.73,2.16,1.66,11.75,17.93,3.0,-198.49,108.38
24.68,122.6,0.92,0.66,2.24,2.11,1.6,12.84,16.11,-10.0,-215.14,93.56
20.29,115.5,0.95,0.03,2.27,2.4,1.7,14.08,16.35,-7.0,-234.53,74.4
15.16,129.6,0.95,0.38,2.21,2.04,1.52,11.73,12.85,-41.0,-144.73,105.25
17.49,127.8,2.71,0.44,2.02,2.15,1.65,13.86,17.96,3.0,-232.2,74.8
23.39,97.1,3.15,0.28,0.68,2.35,1.56,11.11,14.88,-35.0,-169.6,116.9
19.74,129.3,2.74,0.28,1.45,2.05,1.55,11.13,16.86,-15.0,-188.77,127.23
16.75,131.1,3.39,0.23,1.48,2.24,1.73,11.34,17.92,1.0,-193.53,128.02
16.12,131.0,1.45,0.6,1.72,2.2,1.7,14.77,17.94,6.0,-251.56,59.06
16.12,131.1,3.26,0.23,1.72,2.2,1.7,14.33,17.93,-2.0,-242.15,63.6
20.47,129.0,0.96,0.85,2.28,2.2,1.7,13.63,16.04,-11.0,-224.94,86.24
21.49,130.2,2.41,0.23,1.63,2.44,1.94,12.65,17.39,1.0,-218.46,88.06
21.56,128.7,0.8,0.02,1.69,2.32,1.52,13.86,16.22,-8.0,-226.55,75.14
19.58,131.3,2.31,0.61,2.04,2.74,1.9,14.3,17.46,4.0,-243.1,64.91
21.56,130.2,2.25,0.23,1.75,2.22,1.72,13.89,17.93,3.0,-235.5,63.36
20.11,127.3,2.79,0.3,1.45,2.03,1.53,11.15,16.96,-16.0,-191.3,126.48
20.13,130.9,0.89,0.23,2.27,2.33,1.65,14.56,17.94,4.0,-244.39,58.55
23.15,131.1,1.51,0.23,2.06,2.31,1.81,14.75,17.93,2.0,-252.78,49.16
15.58,130.2,2.27,0.23,2.57,2.01,1.51,14.9,17.47,-6.0,-246.37,52.69
17.3,131.1,3.65,0.76,1.37,2.03,1.53,14.66,17.97,5.0,-243.28,62.75
16.64,131.1,3.44,0.76,1.45,2.01,1.51,14.77,17.92,3.0,-245.91,62.58
