X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
17,100,1,0.5,3,2.5,1.5,14,17,19.0
15,120,1,0.5,4,2.0,1.5,11,13,20.55
19,140,1,0.5,1,2.0,1.5,12,13,19.64
16,100,2,0.5,1,2.5,1.5,10,12,21.11
17,100,1,0.5,2,2.0,1.5,11,13,20.54
16,100,1,0.5,3,2.5,1.5,13,14,21.15
17,100,2,0.5,3,2.0,1.5,15,17,15.65
25,110,2,0.5,1,2.0,1.5,12,13,19.56
17,100,2,0.5,3,2.0,1.5,11,13,20.57
25,130,2,0.5,1,2.5,1.5,15,18,13.67
22,110,3,0.5,1,2.0,1.5,13,14,20.67
23,150,1,0.5,1,2.0,1.5,15,18,13.68
24,150,2,0.5,1,2.0,1.5,10,11,19.92
19,130,1,0.5,3,2.0,1.5,13,15,20.36
25,110,2,0.5,1,2.0,1.5,13,15,20.06
23,100,1,0.5,3,2.5,1.5,14,16,19.51
18,100,1,0.5,1,2.0,1.5,12,14,20.72
23,130,2,0.5,1,2.0,1.5,14,17,18.57
16,130,2,0.5,1,2.0,1.5,11,13,20.27
15,100,1,0.5,1,2.5,1.5,11,12,20.99
17,130,2,0.5,3,2.5,1.5,12,13,19.71
16,110,2,0.5,2,2.0,1.5,12,13,19.66
23,100,2,0.5,1,2.0,1.5,12,16,20.58
18,120,1,0.5,3,2.0,1.5,10,11,19.98
22,100,2,0.5,1,2.0,1.5,10,13,21.18
16,100,2,0.5,3,2.0,1.5,11,12,21.06
24,140,2,0.5,1,2.0,1.5,10,17,20.85
16,140,2,0.5,1,2.0,1.5,11,13,20.35
16,150,1,0.5,1,2.0,1.5,12,14,20.72
15,100,3,0.5,1,2.0,1.5,10,12,21.02
15,110,1,0.5,1,2.0,1.5,12,13,19.58
24,100,2,0.5,1,2.5,1.5,15,17,15.5
15,130,2,0.5,1,2.0,1.5,11,13,20.27
19,120,2,0.5,2,2.0,1.5,11,13,20.44
17,130,2,0.5,1,2.0,1.5,11,17,19.14
24,150,1,0.5,1,2.0,1.5,10,13,21.27
17,100,2,0.5,3,2.0,1.5,10,12,21.26
23,140,1,0.5,2,2.5,1.5,14,17,18.59
17,120,1,0.5,1,2.5,1.5,15,17,15.43
19,110,1,0.5,3,2.0,1.5,12,15,21.01
15,100,1,0.5,1,2.5,1.5,10,17,21.05
20,150,1,0.5,3,2.5,1.5,12,13,19.8
16,100,1,0.5,3,2.5,1.5,15,17,15.65
19,100,2,0.5,1,2.0,1.5,11,13,20.23
20,130,2,0.5,1,2.0,1.5,11,13,20.35
16,130,3,0.5,1,2.0,1.5,11,12,20.8
24,150,1,0.5,2,2.5,1.5,10,17,20.84
17,100,2,0.5,1,2.0,1.5,11,14,19.65
18,130,1,0.5,1,2.5,1.5,12,13,19.55
15,120,2,0.5,3,2.5,1.5,11,13,20.61
24,140,2,0.5,1,2.5,1.5,15,16,17.87
23,100,2,0.5,2,2.5,1.5,10,12,21.18
20,150,1,0.5,3,2.0,1.5,14,17,18.65
15,110,1,0.5,1,2.5,1.5,12,18,20.4
23,140,1,0.5,1,2.5,1.5,15,18,13.57
25,140,2,0.5,1,2.0,1.5,11,16,19.18
17,130,3,0.5,1,2.0,1.5,10,12,21.09
25,120,2,0.5,1,2.0,1.5,10,11,19.81
22,150,1,0.5,2,2.0,1.5,11,16,19.3
22,100,1,0.5,3,2.5,1.5,15,17,15.78
15,130,3,0.5,1,2.0,1.5,11,13,20.34
17,150,2,0.5,1,2.5,1.5,12,13,19.67
18,100,2,0.5,2,2.0,1.5,11,13,20.54
18,100,2,0.5,1,2.5,1.5,11,15,19.33
18,130,1,0.5,1,2.0,1.5,14,17,18.42
25,120,1,0.5,1,2.5,1.5,15,18,13.65
17,100,2,0.5,1,2.5,1.5,15,18,13.57
23,120,2,0.5,1,2.0,1.5,10,12,21.21
17,140,1,0.5,3,2.5,1.5,11,17,19.28
18,120,3,0.5,1,2.0,1.5,12,14,20.83
24,150,1,0.5,2,2.5,1.5,10,12,21.13
22,150,1,0.5,1,2.5,1.5,14,16,19.23
22,110,3,0.5,1,2.0,1.5,12,15,20.79
15,100,1,0.5,4,2.0,1.5,11,13,20.42
16,130,2,0.5,1,2.5,1.5,12,13,19.62
23,130,1,0.5,2,2.5,1.5,11,18,19.13
23,150,1,0.5,2,2.0,1.5,15,18,13.82
24,150,1,0.5,2,2.0,1.5,10,15,21.04
19,140,3,0.5,1,2.5,1.5,12,13,19.7
18,130,2,0.5,1,2.0,1.5,10,12,21.11
17,120,1,0.5,4,2.0,1.5,12,13,19.84
