X1,X2,X3,X4,X5,X6,X7,X8,COG
19,150,3,0.5,1,2.0,1.5,15,18.82
15,110,1,0.5,3,2.0,1.5,13,19.94
15,150,3,0.5,2,2.0,1.5,10,20.11
15,110,1,0.5,4,2.5,1.5,13,19.9
16,120,1,0.5,2,2.5,1.5,13,19.84
15,150,1,0.5,1,2.0,1.5,15,18.84
22,140,2,0.5,2,2.0,1.5,13,19.82
16,150,2,0.5,1,2.5,1.5,10,19.98
25,150,2,0.5,1,2.0,1.5,12,20.11
20,110,3,0.5,1,2.5,1.5,15,18.78
17,140,3,0.5,2,2.5,1.5,15,18.96
22,130,1,0.5,3,2.0,1.5,15,18.88
22,140,2,0.5,2,2.0,1.5,12,20.04
15,140,1,0.5,4,2.0,1.5,12,20.12
15,150,1,0.5,2,2.0,1.5,12,20.33
18,140,3,0.5,1,2.5,1.5,15,18.84
16,100,3,0.5,1,2.0,1.5,10,19.98
24,110,1,0.5,2,2.0,1.5,10,20.22
23,100,2,0.5,1,2.0,1.5,14,20.08
15,120,1,0.5,2,2.0,1.5,15,18.92
15,120,1,0.5,1,2.0,1.5,15,18.81
22,140,2,0.5,1,2.0,1.5,15,18.8
24,110,1,0.5,1,2.0,1.5,15,18.86
21,140,1,0.5,3,2.0,1.5,12,20.21
16,110,1,0.5,4,2.5,1.5,10,20.0
18,110,1,0.5,2,2.0,1.5,11,19.99
21,130,2,0.5,1,2.0,1.5,10,19.93
15,100,2,0.5,1,2.0,1.5,15,18.8
16,100,1,0.5,1,2.0,1.5,10,20.08
15,120,1,0.5,3,2.0,1.5,10,20.0
15,120,1,0.5,4,2.5,1.5,14,19.9
15,120,1,0.5,4,2.0,1.5,11,19.82
23,140,2,0.5,1,2.0,1.5,15,18.87
21,100,1,0.5,3,2.0,1.5,10,20.1
16,150,2,0.5,3,2.0,1.5,12,20.29
21,140,1,0.5,3,2.0,1.5,15,19.21
22,100,1,0.5,2,2.0,1.5,15,18.93
16,120,1,0.5,2,2.0,1.5,12,20.25
15,110,1,0.5,1,2.0,1.5,15,18.79
17,140,1,0.5,4,2.0,1.5,11,19.86
25,150,1,0.5,2,2.0,1.5,10,20.18
21,110,2,0.5,2,2.0,1.5,15,19.0
23,140,1,0.5,2,2.0,1.5,12,20.1
17,140,1,0.5,1,2.5,1.5,15,18.95
16,120,1,0.5,3,2.5,1.5,13,19.87
20,110,2,0.5,2,2.0,1.5,15,19.02
15,130,3,0.5,2,2.0,1.5,13,19.8
25,150,1,0.5,2,2.0,1.5,15,19.17
18,150,1,0.5,1,2.0,1.5,15,18.82
15,120,1,0.5,3,2.0,1.5,11,20.0
24,100,1,0.5,2,2.0,1.5,12,20.17
16,100,1,0.5,1,2.0,1.5,11,19.9
24,100,1,0.5,1,2.0,1.5,11,19.96
16,150,2,0.5,3,2.0,1.5,15,18.86
15,140,1,0.5,3,2.0,1.5,12,20.41
15,150,1,0.5,4,2.0,1.5,11,19.78
18,140,2,0.5,2,2.0,1.5,15,18.93
17,140,1,0.5,3,2.5,1.5,15,19.0
24,150,2,0.5,1,2.0,1.5,13,19.95
15,120,1,0.5,4,2.0,1.5,10,19.9
16,140,1,0.5,2,2.0,1.5,11,20.09
23,150,3,0.5,1,2.5,1.5,15,18.86
15,150,3,0.5,2,2.0,1.5,15,18.95
