X1,X2,X3,X4,X5,X6,AVG,RIP
17.94,91.1,1.59,1.0,2.67,1.5,-896.453,30.694
24.99,91.1,1.0,1.0,2.24,1.5,-1413.789,40.429
25.0,149.5,1.0,1.0,1.15,1.5,-1813.656,64.456
25.0,149.5,1.02,1.0,1.59,1.5,-1786.931,59.655
17.82,91.1,1.45,1.0,2.73,1.5,-884.298,30.6
24.82,100.6,1.0,1.0,2.22,1.5,-1483.579,43.0
24.7,118.4,1.01,1.0,2.09,1.5,-1572.735,47.433
18.54,91.3,1.47,1.0,2.7,1.5,-933.799,33.25
24.92,127.7,1.01,1.0,1.83,1.5,-1699.202,53.693
19.02,92.2,1.47,1.0,2.7,1.5,-967.017,35.326
24.76,135.3,1.01,1.0,1.81,1.5,-1690.092,53.385
24.97,98.4,1.01,1.0,2.18,1.5,-1471.029,42.761
18.83,97.0,1.46,1.0,2.71,1.5,-979.895,36.656
24.92,100.6,1.01,1.0,2.15,1.52,-1507.884,44.384
16.4,95.7,3.36,1.0,1.65,1.5,-829.211,26.799
18.83,91.2,1.46,1.0,2.71,1.5,-956.906,34.491
24.59,90.8,1.0,1.0,2.27,1.5,-1388.182,39.994
24.64,149.2,1.01,1.0,1.9,1.5,-1708.253,53.946
24.91,148.1,1.01,1.0,1.6,1.5,-1774.945,58.704
24.89,148.0,1.01,1.0,1.79,1.5,-1745.132,56.049
18.54,101.8,1.45,1.0,2.71,1.5,-971.417,36.621
24.99,95.7,1.01,1.0,2.23,1.5,-1442.38,41.627
16.4,95.3,3.4,1.0,1.65,1.5,-832.384,27.137
24.89,111.9,1.01,1.0,2.07,1.5,-1576.603,47.816
24.84,110.7,1.0,1.0,2.09,1.5,-1551.006,46.479
24.71,149.2,1.01,1.0,1.89,1.52,-1714.172,54.241
24.7,123.2,1.0,1.0,1.98,1.5,-1613.005,49.714
24.89,147.3,1.01,1.0,1.79,1.5,-1743.742,55.833
24.78,101.5,1.0,1.0,2.16,1.5,-1497.446,44.355
24.84,111.4,1.0,1.0,2.09,1.5,-1554.968,46.74
24.92,98.4,1.0,1.0,2.18,1.52,-1488.605,43.366
18.83,101.8,1.45,1.0,2.83,1.5,-986.107,37.707
16.42,90.2,3.4,1.0,1.64,1.5,-811.97,24.32
24.99,92.5,1.01,1.0,2.22,1.5,-1425.814,40.921
18.83,101.0,1.46,1.0,2.83,1.5,-981.993,37.421
24.99,91.1,1.01,1.0,2.22,1.5,-1419.57,40.855
18.79,90.3,1.47,1.0,2.71,1.5,-946.007,34.086
24.97,147.9,1.0,1.0,1.12,1.5,-1808.637,63.934
24.79,100.3,1.0,1.0,2.23,1.5,-1462.537,42.604
24.99,95.7,1.01,1.0,2.19,1.5,-1451.835,42.171
24.66,123.2,1.0,1.0,1.98,1.5,-1611.3,49.571
24.98,95.9,1.01,1.0,2.22,1.5,-1445.783,41.886
24.98,102.0,1.01,1.0,2.17,1.52,-1494.078,43.889
24.79,100.0,1.0,1.0,2.23,1.5,-1458.513,42.308
25.0,149.5,1.0,1.0,1.09,1.5,-1820.946,65.0
18.79,91.1,1.47,1.0,2.72,1.5,-948.754,34.331
24.88,90.8,1.0,1.0,2.27,1.5,-1387.337,39.651
25.0,149.5,1.0,1.0,1.08,1.5,-1819.857,64.912
24.92,98.4,1.02,1.0,2.16,1.52,-1491.977,43.703
16.4,91.5,3.34,1.0,1.71,1.5,-816.43,25.505
18.83,92.0,1.46,1.0,2.7,1.5,-961.59,35.016
18.81,103.8,1.47,1.0,2.72,1.5,-1001.299,38.306
17.64,90.9,1.52,1.0,2.85,1.5,-865.243,27.404
17.83,91.1,1.45,1.0,2.77,1.5,-880.179,30.223
18.54,91.3,1.47,1.0,2.66,1.5,-938.69,33.524
