index, torque
921,0.005300321361377011
922,0.0041399386793635464
923,0.003851556704924758
924,0.00395917549579121
925,0.0028110451096862773
926,0.0024739156043255724
927,0.0029850370374164235
928,0.002849159466657327
929,0.0029485329497373875
930,0.004033907544335803
931,0.0039650333081213
932,0.004221910298751592
933,0.005133038573872856
934,0.0046479181911191604
935,0.004674299208111952
936,0.004444181682459492
937,0.003606065671756316
938,0.003279701233582709
939,0.0024465884255041427
940,0.0017102273050707444
941,0.0010216179298167525
942,0.0002492603572599758
943,-0.00018859535509875016
944,-6.74491497761016e-05
945,-0.00043780096930680975
946,-0.000635400756244203
947,-0.00030174845316073865
948,-0.0006105940026485633
949,-0.00041043734732002716
950,-0.00015502842980825011
951,-0.0004766171927676442
952,-0.0003147035788744543
953,-7.703753082731452e-05
954,-0.00038711899134776374
955,-0.0002636979031808019
956,-0.00035277420909542975
957,-0.0005433478518851688
958,-0.0005304187743686274
959,-0.0005134869193900134
960,-0.0010288022298196877
961,-0.0010603646485547033
962,-0.0008526741185193273
963,-0.0012667305826655957
964,-0.0007597839839738417
965,-0.0008080842654532334
966,-0.001036881370142312
967,-0.000658175241109526
968,-0.0009209658214537695
969,-0.0008062530543049164
970,-0.00011216188282435783
971,-0.0002699422502055283
972,-0.0002007190996744587
973,0.00043175762550970686
974,0.0007687379820541689
975,0.0009509720266319377
976,0.0015562098158813085
977,0.0015219514064053103
978,0.0010710718547711964
979,0.0017685712175098938
980,0.001549199551115472
981,0.0008815819120446288
982,0.0007110933567161316
983,0.00026410894151031284
