Torque,MaxAngle
-1226.134575754712,336
-1210.5438523840776,337
-1194.0125382847816,338
-1176.4480786928136,339
-1157.6447650552404,340
-1137.4406281848637,341
-1115.6019887387176,342
-1091.9015516408683,343
-1066.0592219286843,344
-1037.6861574421391,345
-1006.0917644204568,346
-970.3896495325221,347
-929.6064814817264,348
-882.5427835819348,349
-827.9604725576431,350
-767.2290187760368,351
-700.0845920909472,352
-626.1361701160912,353
-545.5795761886084,354
-458.9171390798372,355
-367.7670696541756,356
-272.71375721982463,357
-174.09324564471393,358
-73.31513873056653,359
28.958567685676783,360
