X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
20.0,123.6,1.53,0.8,1.27,2.31,1.75,12.46,14.96,4.29,1.79,20.56
22.73,135.1,0.5,0.14,3.28,2.32,1.79,11.04,15.91,6.68,3.2,20.6
24.14,123.8,0.97,0.43,2.61,2.41,1.51,11.1,17.26,7.67,1.51,19.62
24.98,89.8,2.06,0.39,1.44,2.38,1.61,10.27,14.59,6.1,3.11,21.3
24.52,89.7,0.88,0.51,1.26,2.1,1.59,10.27,16.58,6.2,1.8,21.44
24.14,86.1,0.93,0.43,2.61,2.3,1.56,11.2,17.35,7.06,1.51,20.33
23.96,120.7,0.94,0.67,2.61,2.14,1.63,12.47,17.13,5.11,0.45,20.32
18.87,126.9,2.53,0.91,2.19,2.26,1.53,10.14,15.92,4.12,1.81,20.87
18.39,127.5,0.94,0.66,2.6,2.4,1.79,11.17,15.91,5.51,2.22,21.57
24.67,133.9,0.5,0.33,3.13,2.12,1.59,10.27,15.44,5.45,1.8,19.92
19.13,101.2,0.51,0.19,2.03,2.03,1.53,12.33,16.28,6.21,4.79,20.78
24.21,86.6,0.5,0.63,1.22,2.04,1.53,12.66,16.86,5.66,1.93,19.13
24.58,134.5,1.5,0.51,1.39,2.22,1.72,10.31,16.68,6.07,1.74,21.77
24.52,123.9,1.33,0.91,2.19,2.6,1.78,10.08,15.87,7.21,2.61,20.6
21.85,121.1,0.5,0.5,3.56,2.24,1.7,11.04,16.35,7.47,2.37,20.07
