X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP,COG
15.94,132.5,1.0,0.0,1.75,2.01,1.51,10.65,-48.0,-822.17,40.75,18.85
24.76,139.8,1.53,0.02,1.65,2.01,1.51,11.67,-46.0,-1922.87,67.14,21.06
17.58,128.2,1.34,0.03,2.09,2.02,1.52,10.22,-47.0,-1206.45,22.29,19.64
24.53,139.1,0.5,0.01,3.12,2.16,1.51,14.88,-40.0,-1663.77,22.4,19.02
24.9,132.7,1.68,0.01,1.92,2.05,1.53,14.92,-43.0,-2007.04,63.16,19.32
15.13,132.9,1.89,0.01,3.28,2.02,1.52,12.15,-50.0,-1426.63,42.66,20.01
16.39,137.9,1.14,0.01,3.86,2.02,1.51,11.69,-50.0,-1320.36,71.71,20.55
18.01,136.2,1.59,0.02,3.04,2.02,1.51,14.44,-46.0,-1639.96,48.7,19.26
15.05,133.4,1.88,0.01,3.52,2.01,1.51,12.19,-50.0,-1419.12,46.4,19.78
17.31,137.9,0.89,0.03,2.72,2.17,1.51,12.09,-47.0,-1220.09,47.68,19.97
23.35,140.0,0.5,0.04,1.66,2.06,1.51,14.6,-43.0,-1745.24,41.64,18.29
24.69,139.2,1.31,0.01,1.69,2.02,1.52,10.61,-45.0,-1917.32,58.61,18.75
15.28,136.1,1.88,0.01,3.28,2.01,1.51,11.6,-50.0,-1408.01,38.43,20.76
23.24,140.0,0.91,0.04,1.66,2.01,1.51,14.61,-43.0,-1828.59,42.21,18.22
17.0,139.2,1.2,0.04,2.76,2.01,1.51,11.67,-48.0,-1378.43,38.06,20.62
16.92,132.8,1.66,0.01,2.7,2.05,1.55,10.17,-49.0,-1379.05,26.02,19.68
15.86,131.4,1.89,0.01,3.34,2.03,1.51,10.61,-50.0,-1369.78,36.82,18.71
24.84,139.2,1.19,0.02,2.16,2.01,1.51,11.57,-46.0,-1908.42,51.93,20.71
16.48,133.5,1.43,0.07,3.64,2.01,1.51,10.61,-50.0,-1315.49,53.54,18.7
16.48,135.6,1.3,0.01,1.57,2.02,1.51,10.43,-47.0,-936.44,21.78,19.2
24.74,140.0,1.84,0.01,1.62,2.01,1.51,10.37,-45.0,-1964.48,69.56,19.65
24.86,139.9,1.83,0.01,1.76,2.01,1.51,12.77,-46.0,-1973.88,71.15,18.91
24.97,138.7,0.5,0.01,3.07,2.04,1.53,10.61,-41.0,-1592.79,45.43,18.69
18.02,139.5,1.59,0.01,2.1,2.18,1.51,11.62,-46.0,-1374.91,32.27,20.83
16.19,139.9,1.24,0.01,3.99,2.05,1.51,14.61,-47.0,-1372.73,92.35,18.45
15.54,140.0,1.53,0.0,1.68,2.01,1.51,12.68,-46.0,-1072.06,38.13,18.88
24.83,139.6,0.62,0.01,2.73,2.04,1.54,11.67,-44.0,-1780.16,33.87,20.56
18.19,139.5,1.38,0.01,2.98,2.02,1.52,11.68,-49.0,-1501.89,33.22,20.81
17.48,139.6,1.34,0.03,2.09,2.17,1.51,11.13,-47.0,-1215.8,25.78,20.16
24.76,140.0,1.88,0.01,1.59,2.05,1.55,12.3,-45.0,-1987.8,70.76,19.83
23.24,140.0,1.61,0.04,1.66,2.19,1.51,14.61,-43.0,-1819.38,57.5,18.22
23.45,137.9,0.5,0.0,2.72,2.17,1.51,14.92,-43.0,-1725.07,28.27,18.89
24.92,140.0,1.9,0.01,1.68,2.05,1.55,14.54,-43.0,-2038.1,65.11,19.01
24.9,132.9,1.44,0.01,1.92,2.05,1.53,14.78,-43.0,-1985.99,62.07,19.01
23.05,138.2,0.66,0.02,3.04,2.02,1.51,12.16,-45.0,-1665.43,26.55,20.05
24.74,139.5,0.5,0.01,2.09,2.17,1.52,10.6,-43.0,-1742.99,54.86,18.87
15.31,139.3,2.07,0.04,3.29,2.02,1.52,11.94,-50.0,-1446.94,47.82,20.38
23.43,140.0,1.05,0.01,1.74,2.03,1.53,12.17,-45.0,-1813.93,51.24,19.98
22.63,133.3,0.66,0.04,3.04,2.02,1.51,12.17,-45.0,-1658.64,28.8,20.09
17.38,135.4,1.34,0.03,2.09,2.17,1.51,12.18,-46.0,-1248.57,29.85,19.92
16.68,139.4,1.62,0.01,3.04,2.02,1.51,11.61,-49.0,-1465.31,35.26,20.8
24.22,134.5,0.52,0.01,1.67,2.01,1.51,14.92,-43.0,-1810.19,42.35,18.76
24.86,129.2,1.91,0.01,1.59,2.02,1.52,14.54,-43.0,-1980.02,65.67,18.68
16.46,135.6,1.28,0.01,3.9,2.02,1.51,10.59,-50.0,-1261.91,77.22,18.75
16.19,140.0,1.24,0.01,3.99,2.04,1.54,14.61,-47.0,-1407.31,89.9,18.54
19.35,139.4,1.49,0.01,2.78,2.16,1.51,10.59,-47.0,-1489.58,29.66,18.57
23.63,139.1,0.5,0.0,3.26,2.17,1.51,14.92,-41.0,-1601.42,16.95,18.87
24.81,138.0,1.24,0.01,1.55,2.02,1.52,10.6,-45.0,-1892.22,58.7,18.87
23.59,137.5,1.83,0.02,1.62,2.01,1.51,14.55,-43.0,-1949.71,62.76,18.48
19.84,135.2,0.69,0.01,2.35,2.01,1.51,14.61,-44.0,-1574.75,30.66,18.61
15.96,139.5,0.95,0.0,1.61,2.02,1.51,10.21,-49.0,-814.21,35.34,19.66
15.45,139.3,1.89,0.0,3.29,2.02,1.52,11.96,-50.0,-1370.14,44.09,20.33
16.7,138.9,1.2,0.01,1.56,2.01,1.51,10.62,-47.0,-947.57,23.26,18.67
24.97,138.8,1.1,0.02,2.47,2.01,1.51,10.37,-45.0,-1853.9,42.7,19.38
17.91,139.5,1.38,0.03,3.02,2.05,1.52,10.58,-48.0,-1454.53,28.31,18.89
16.19,138.2,1.24,0.01,3.99,2.01,1.51,11.86,-50.0,-1283.69,82.08,20.34
16.68,139.5,1.61,0.01,3.04,2.02,1.51,10.51,-49.0,-1419.14,28.06,18.83
23.53,139.5,1.3,0.02,2.1,2.02,1.51,10.24,-46.0,-1820.86,47.71,19.13
16.84,132.7,1.08,0.01,2.15,2.03,1.53,10.61,-47.0,-1074.62,32.9,18.8
16.13,135.3,1.88,0.02,3.35,2.02,1.51,12.71,-49.0,-1487.44,50.64,19.05
24.94,140.0,1.9,0.01,1.59,2.05,1.55,14.54,-43.0,-2036.88,64.61,19.12
24.65,138.7,0.78,0.02,1.68,2.01,1.51,10.62,-45.0,-1796.9,56.37,18.87
23.24,139.7,0.52,0.04,3.17,2.01,1.51,14.61,-43.0,-1698.17,21.42,18.53
16.02,138.7,1.21,0.04,1.68,2.01,1.51,10.67,-47.0,-910.82,28.99,18.8
23.63,96.6,1.32,0.01,1.69,2.01,1.51,14.92,-43.0,-1775.4,54.15,19.08
23.5,137.9,0.89,0.02,2.72,2.02,1.51,12.07,-46.0,-1771.19,34.37,20.03
15.68,139.6,1.33,0.03,2.09,2.03,1.51,10.6,-48.0,-1010.51,38.33,18.71
17.47,135.6,1.3,0.0,1.57,2.16,1.51,10.6,-46.0,-1032.41,32.03,18.67
17.97,135.6,0.93,0.0,2.17,2.01,1.51,10.6,-47.0,-1168.17,29.76,18.64
24.79,139.2,0.67,0.01,2.94,2.02,1.52,11.68,-43.0,-1681.31,31.47,20.41
17.37,132.8,1.35,0.01,2.09,2.04,1.52,10.61,-47.0,-1227.65,23.27,18.75
23.43,137.9,1.15,0.01,2.72,2.06,1.55,14.92,-44.0,-1862.19,47.36,18.84
24.95,140.0,0.51,0.04,2.17,2.01,1.51,14.54,-43.0,-1888.47,40.29,18.57
16.48,132.4,1.08,0.01,1.57,2.01,1.51,10.59,-47.0,-877.48,22.35,18.5
23.53,96.3,0.5,0.08,3.24,2.02,1.51,14.96,-43.0,-1624.33,19.62,19.29
16.24,139.9,1.24,0.01,3.93,2.01,1.51,14.61,-47.0,-1439.04,84.13,18.46
15.11,135.6,1.02,0.07,1.69,2.13,1.51,10.6,-48.0,-731.47,50.4,18.95
24.94,140.0,1.43,0.01,1.92,2.01,1.51,10.27,-45.0,-1951.47,57.86,19.88
18.01,136.2,1.6,0.01,3.11,2.05,1.55,11.61,-49.0,-1527.99,38.83,21.06
17.73,139.3,1.93,0.01,2.76,2.02,1.51,11.96,-48.0,-1576.04,44.11,20.3
24.98,139.2,1.4,0.01,2.17,2.08,1.54,11.66,-46.0,-1916.07,62.55,20.57
16.49,137.9,1.14,0.01,3.87,2.02,1.51,10.59,-50.0,-1280.82,78.48,18.56
24.92,131.0,1.59,0.01,1.75,2.01,1.51,12.11,-46.0,-1937.06,67.38,19.91
15.04,139.5,1.02,0.07,1.72,2.02,1.51,10.6,-49.0,-734.47,53.91,18.86
19.51,140.0,1.49,0.01,2.78,2.02,1.51,11.12,-48.0,-1595.87,30.97,20.07
23.61,137.2,1.82,0.02,1.75,2.04,1.54,11.49,-46.0,-1887.64,69.41,20.51
23.53,96.3,0.52,0.0,3.25,2.16,1.51,14.65,-44.0,-1532.29,15.85,18.55
16.48,134.0,1.21,0.01,1.58,2.1,1.55,10.62,-47.0,-902.77,21.92,18.64
23.12,139.5,1.85,0.11,1.66,2.01,1.51,14.61,-43.0,-1908.97,62.04,18.44
16.54,139.2,0.71,0.02,2.76,2.06,1.51,11.67,-48.0,-1122.86,62.78,20.55
23.66,137.2,1.83,0.02,1.62,2.01,1.51,14.61,-43.0,-1938.84,63.68,18.46
24.93,135.8,1.81,0.06,1.52,2.02,1.52,10.82,-45.0,-1946.9,71.51,19.51
23.05,136.0,0.65,0.01,2.01,2.16,1.51,12.12,-45.0,-1645.88,48.7,20.09
15.65,132.9,1.66,0.01,3.28,2.01,1.51,11.69,-50.0,-1395.44,39.25,20.75
23.85,140.0,1.53,0.04,1.66,2.02,1.51,14.98,-43.0,-1946.92,57.58,18.95
17.83,132.3,1.37,0.01,2.71,2.05,1.55,11.7,-48.0,-1455.14,32.92,20.98
24.69,139.2,1.31,0.01,1.69,2.04,1.52,10.61,-45.0,-1907.76,59.11,18.68
23.82,137.9,1.01,0.0,2.78,2.05,1.55,10.68,-45.0,-1725.57,34.01,18.97
23.63,139.1,0.5,0.0,3.26,2.18,1.51,14.84,-42.0,-1579.96,16.66,18.7
16.45,139.2,1.2,0.01,3.94,2.02,1.52,10.61,-50.0,-1274.91,82.51,18.61
24.82,138.7,1.62,0.01,1.78,2.03,1.53,12.17,-46.0,-1971.21,67.62,20.15
23.71,131.8,0.5,0.0,3.25,2.18,1.51,14.54,-43.0,-1557.83,16.33,19.05
22.6,133.4,0.5,0.0,3.25,2.01,1.51,14.45,-45.0,-1627.85,24.31,19.41
16.19,139.9,1.24,0.1,3.99,2.01,1.51,14.61,-46.0,-1384.77,90.74,18.43
15.94,131.6,1.25,0.01,1.72,2.02,1.52,10.21,-48.0,-864.17,31.29,19.87
15.11,135.6,1.02,0.07,1.58,2.02,1.51,10.6,-49.0,-730.62,47.16,18.53
15.31,139.3,1.89,0.01,3.29,2.02,1.52,11.96,-50.0,-1425.92,42.18,20.54
24.83,138.2,0.51,0.01,3.09,2.04,1.54,14.61,-41.0,-1690.59,25.76,18.55
16.39,139.5,1.3,0.03,2.1,2.02,1.51,10.21,-48.0,-1073.38,30.27,19.68
23.79,139.8,1.3,0.03,1.31,2.01,1.51,12.13,-45.0,-1803.3,62.24,20.15
16.13,135.3,1.88,0.02,1.5,2.02,1.51,12.9,-46.0,-1239.56,41.56,19.45
16.67,139.5,1.39,0.02,2.69,2.01,1.51,11.67,-49.0,-1382.51,33.31,20.48
15.87,139.6,1.34,0.03,1.58,2.17,1.51,10.22,-47.0,-850.56,25.73,19.53
24.95,140.0,1.9,0.02,1.68,2.16,1.51,14.54,-43.0,-1961.24,65.03,18.85
22.38,140.0,0.96,0.03,1.66,2.01,1.51,14.6,-43.0,-1783.03,42.12,18.44
17.33,137.9,1.59,0.0,2.71,2.05,1.55,10.17,-48.0,-1365.16,26.44,19.82
23.31,139.2,0.7,0.01,2.82,2.06,1.56,11.56,-45.0,-1732.74,31.33,20.96
23.24,139.7,0.52,0.0,3.17,2.16,1.51,14.61,-43.0,-1611.05,18.05,18.54
23.63,97.1,0.5,0.0,3.24,2.16,1.51,14.99,-44.0,-1564.12,14.83,19.16
23.2,140.0,1.32,0.04,1.68,2.01,1.51,14.61,-43.0,-1890.25,53.79,18.26
16.7,139.2,1.31,0.01,1.58,2.03,1.52,10.61,-47.0,-981.47,22.96,18.61
24.97,138.8,1.1,0.02,2.45,2.01,1.51,14.94,-43.0,-1935.49,53.59,19.02
24.94,140.0,1.74,0.01,1.55,2.02,1.51,14.54,-43.0,-2017.93,65.27,19.03
15.11,139.6,1.3,0.03,2.09,2.02,1.52,10.22,-48.0,-928.67,50.98,19.64
24.76,139.8,0.71,0.02,2.57,2.02,1.51,11.55,-45.0,-1815.62,39.05,21.12
24.77,132.9,1.67,0.01,1.94,2.04,1.53,14.84,-43.0,-2007.5,63.55,19.17
16.17,139.7,1.44,0.07,3.47,2.01,1.51,10.61,-49.0,-1350.33,49.6,18.75
24.76,139.2,0.72,0.02,2.72,2.01,1.51,11.68,-45.0,-1785.26,33.42,20.85
19.76,135.0,1.24,0.01,2.78,2.05,1.55,10.59,-47.0,-1560.54,25.33,18.58
15.94,138.0,0.76,0.01,1.79,2.02,1.52,10.6,-49.0,-806.57,41.85,19.0
23.32,137.7,0.89,0.01,2.72,2.01,1.51,12.07,-46.0,-1759.0,34.38,19.97
24.81,138.2,1.09,0.01,2.15,2.01,1.51,14.66,-44.0,-1969.82,52.71,18.53
17.5,139.0,1.28,0.0,1.66,2.02,1.51,10.86,-46.0,-1123.97,26.72,19.54
15.86,132.4,1.35,0.01,1.69,2.03,1.51,10.61,-47.0,-901.16,26.38,18.53
24.92,139.9,1.05,0.03,1.76,2.01,1.51,12.77,-45.0,-1913.5,53.93,18.97
24.34,136.1,0.5,0.02,3.19,2.01,1.51,12.45,-42.0,-1605.24,28.26,19.67
19.44,139.5,1.49,0.01,2.78,2.01,1.51,11.12,-48.0,-1587.23,30.9,20.05
19.11,139.2,1.23,0.06,2.14,2.04,1.54,11.54,-47.0,-1449.85,32.35,20.84
24.79,138.2,0.5,0.0,3.11,2.02,1.51,14.61,-42.0,-1630.16,24.59,18.61
24.9,134.8,1.67,0.01,1.92,2.04,1.53,14.76,-43.0,-2003.09,64.65,18.98
24.72,140.0,1.32,0.01,1.68,2.01,1.51,12.78,-45.0,-1932.52,61.35,18.95
16.93,139.9,1.5,0.01,2.98,2.02,1.52,10.15,-49.0,-1393.91,27.77,19.83
24.93,139.8,0.56,0.02,3.01,2.01,1.51,11.82,-42.0,-1654.03,30.67,20.64
19.14,139.5,0.5,0.01,2.72,2.17,1.51,14.78,-44.0,-1436.28,43.29,18.59
15.86,130.5,1.53,0.01,1.58,2.04,1.52,10.6,-47.0,-913.96,22.17,18.55
16.74,137.9,1.14,0.01,1.61,2.02,1.51,10.56,-47.0,-940.05,23.06,18.57
16.7,140.0,1.21,0.01,1.68,2.01,1.51,10.62,-47.0,-983.43,21.03,18.65
15.87,133.4,1.11,0.01,1.57,2.06,1.51,10.5,-48.0,-802.11,31.9,18.79
23.89,134.0,1.83,0.0,1.7,2.01,1.51,12.19,-46.0,-1887.64,70.37,19.97
17.64,139.6,1.34,0.03,2.12,2.17,1.51,10.39,-46.0,-1200.54,22.19,19.17
16.13,135.3,1.88,0.02,3.22,2.02,1.51,12.4,-49.0,-1490.37,45.94,19.43
16.19,138.2,0.94,0.07,3.85,2.01,1.51,14.61,-47.0,-1412.55,85.25,18.42
23.3,139.7,0.52,0.04,3.17,2.01,1.51,14.61,-43.0,-1695.82,21.92,18.42
23.63,96.7,1.08,0.01,1.95,2.04,1.51,11.83,-46.0,-1644.25,47.08,20.81
23.32,139.8,0.93,0.03,2.79,2.01,1.51,12.13,-46.0,-1741.61,32.94,19.83
17.58,139.6,1.93,0.03,2.09,2.02,1.51,10.22,-47.0,-1439.63,35.1,19.51
23.63,133.2,1.6,0.0,1.73,2.17,1.51,14.61,-42.0,-1845.42,58.25,18.58
16.92,139.0,1.66,0.02,2.71,2.01,1.51,11.23,-49.0,-1425.54,34.39,20.33
24.76,139.8,0.71,0.03,2.58,2.01,1.51,11.67,-45.0,-1838.35,38.16,20.57
17.57,135.6,1.11,0.0,2.05,2.01,1.51,10.6,-46.0,-1160.36,24.7,18.64
16.13,135.3,1.34,0.02,3.35,2.02,1.51,12.71,-49.0,-1414.34,57.46,19.07
24.26,139.9,0.54,0.01,3.17,2.03,1.53,12.17,-42.0,-1590.31,30.4,20.24
24.82,125.7,0.72,0.01,2.76,2.05,1.55,10.15,-44.0,-1749.44,32.94,19.82
24.94,140.0,1.31,0.02,2.18,2.01,1.51,14.54,-44.0,-1994.57,61.19,19.01
23.94,139.9,1.43,0.02,2.02,2.02,1.52,10.64,-46.0,-1871.95,55.01,18.79
23.63,139.1,0.51,0.01,3.26,2.04,1.53,14.66,-42.0,-1634.53,22.71,18.55
23.01,140.0,1.9,0.01,1.72,2.05,1.55,14.54,-43.0,-1955.75,62.63,18.67
24.96,140.0,1.3,0.01,1.68,2.01,1.51,14.36,-44.0,-1972.51,60.65,19.45
16.48,132.4,1.11,0.01,2.78,2.02,1.51,11.21,-49.0,-1250.05,48.61,20.22
24.67,139.2,1.31,0.01,1.69,2.04,1.54,10.78,-45.0,-1911.07,57.5,19.16
24.82,125.7,0.72,0.01,2.76,2.05,1.55,11.68,-45.0,-1779.07,34.97,20.58
24.67,139.2,1.42,0.03,2.21,2.02,1.52,10.59,-46.0,-1910.41,57.07,18.84
23.3,95.3,0.5,0.0,3.25,2.16,1.51,14.96,-44.0,-1536.52,15.93,19.32
16.19,138.3,0.94,0.07,3.85,2.01,1.51,12.14,-50.0,-1297.02,81.78,19.78
18.19,138.3,1.38,0.01,2.99,2.02,1.52,11.68,-48.0,-1531.32,31.99,20.83
23.2,139.5,0.95,0.01,1.53,2.03,1.52,10.21,-45.0,-1687.01,56.86,19.66
24.76,139.3,0.7,0.02,2.72,2.02,1.51,11.67,-44.0,-1802.62,34.33,20.46
16.92,139.0,1.22,0.02,2.74,2.02,1.51,11.23,-49.0,-1336.26,37.86,20.34
16.95,135.2,1.83,0.01,3.04,2.01,1.51,12.13,-49.0,-1506.43,43.41,20.08
23.5,139.2,0.5,0.0,3.35,2.17,1.51,14.92,-41.0,-1530.26,20.84,18.93
19.51,139.5,1.24,0.01,3.29,2.09,1.59,10.59,-48.0,-1498.84,37.19,18.75
16.48,139.1,1.35,0.02,1.57,2.01,1.51,10.6,-47.0,-968.62,21.1,18.66
16.92,132.8,1.66,0.0,1.56,2.01,1.51,10.17,-46.0,-1078.74,26.11,19.72
23.24,140.0,0.5,0.04,3.4,2.02,1.51,10.52,-41.0,-1437.26,72.74,18.96
24.97,138.8,1.11,0.02,2.05,2.01,1.51,10.48,-45.0,-1906.71,50.24,18.68
16.52,137.9,0.93,0.01,2.58,2.02,1.51,10.59,-48.0,-1125.57,51.5,18.56
24.94,136.3,1.9,0.01,1.68,2.05,1.55,14.55,-44.0,-1993.41,65.24,18.63
16.46,137.9,1.14,0.0,3.18,2.18,1.51,10.59,-48.0,-1172.91,60.99,18.57
16.24,139.9,1.24,0.01,3.93,2.01,1.51,13.88,-48.0,-1404.0,84.32,20.22
22.68,139.2,1.88,0.01,1.87,2.01,1.51,10.58,-46.0,-1818.2,64.14,18.84
23.53,136.0,1.88,0.02,1.97,2.02,1.51,10.24,-46.0,-1864.31,65.85,19.35
15.14,136.4,1.81,0.01,3.1,2.01,1.51,11.62,-50.0,-1394.81,37.32,20.83
16.48,132.0,1.11,0.01,1.57,2.01,1.51,11.64,-47.0,-920.36,24.66,20.53
15.94,132.8,1.11,0.01,3.87,2.01,1.51,10.6,-50.0,-1285.24,79.67,18.67
15.14,129.2,1.89,0.01,1.55,2.01,1.51,11.62,-47.0,-1021.24,32.95,20.68
15.94,138.0,0.51,0.0,1.58,2.02,1.52,10.78,-48.0,-776.58,39.61,19.38
16.56,137.9,1.14,0.01,2.09,2.04,1.54,10.63,-47.0,-1057.83,32.9,18.88
16.12,139.7,0.95,0.02,2.45,2.02,1.51,10.21,-48.0,-1026.62,57.59,19.5
17.84,139.5,1.38,0.01,2.98,2.16,1.52,14.9,-44.0,-1543.93,49.31,18.85
24.79,139.5,0.72,0.02,2.72,2.01,1.51,11.71,-45.0,-1790.22,33.24,20.46
15.13,139.5,0.97,0.02,1.58,2.14,1.52,10.27,-49.0,-703.58,49.8,19.49
23.51,93.9,1.4,0.0,2.08,2.16,1.51,10.58,-46.0,-1570.64,50.91,18.63
24.76,139.8,0.79,0.03,2.58,2.01,1.51,11.67,-45.0,-1820.71,39.6,21.11
15.77,139.9,1.83,0.01,1.76,2.01,1.51,12.77,-47.0,-1267.12,41.01,19.28
15.13,139.3,1.89,0.01,1.62,2.02,1.52,11.96,-47.0,-1105.89,35.14,20.31
22.86,133.4,0.5,0.01,3.46,2.01,1.51,14.61,-42.0,-1584.25,28.62,18.41
16.7,138.7,1.21,0.0,1.63,2.06,1.56,10.62,-46.0,-967.97,20.06,18.9
17.5,138.3,1.29,0.02,3.04,2.02,1.51,12.16,-48.0,-1472.82,35.55,20.06
16.56,139.0,1.11,0.02,2.69,2.01,1.51,11.23,-49.0,-1261.51,45.6,20.34
19.49,139.5,1.49,0.01,2.78,2.01,1.51,11.12,-48.0,-1600.13,30.55,20.02
23.6,127.2,0.72,0.01,2.73,2.05,1.55,10.15,-45.0,-1689.85,40.56,19.86
24.99,139.1,1.3,0.01,1.86,2.01,1.51,10.28,-45.0,-1930.62,54.51,19.86
24.75,139.9,1.64,0.0,1.85,2.17,1.51,12.01,-45.0,-1878.76,69.74,20.33
24.87,118.3,0.5,0.0,3.09,2.01,1.51,14.61,-44.0,-1694.38,20.77,18.51
24.7,140.0,0.8,0.01,2.62,2.04,1.51,13.0,-45.0,-1838.28,37.47,19.76
19.44,139.5,1.49,0.01,1.57,2.01,1.51,10.62,-46.0,-1406.46,46.78,18.71
16.78,139.2,1.23,0.01,2.15,2.02,1.52,11.54,-47.0,-1229.67,28.01,20.71
17.84,139.6,1.38,0.01,2.98,2.02,1.52,10.15,-48.0,-1433.8,27.02,20.07
18.51,135.6,1.3,0.0,1.66,2.01,1.51,10.6,-46.0,-1209.22,38.66,18.62
16.85,139.9,1.16,0.07,1.78,2.01,1.51,14.56,-43.0,-1303.1,44.83,18.86
23.53,139.6,0.5,0.1,3.17,2.02,1.51,14.61,-42.0,-1667.46,20.15,18.46
16.8,135.2,1.69,0.01,2.85,2.01,1.51,14.65,-46.0,-1595.47,51.86,18.34
24.83,138.1,1.08,0.01,2.14,2.04,1.54,11.54,-46.0,-1914.72,49.91,21.14
15.98,127.7,0.5,0.0,3.34,2.12,1.51,14.84,-46.0,-1183.81,88.58,18.82
15.13,139.2,1.91,0.01,3.29,2.01,1.51,11.98,-50.0,-1423.03,41.73,20.32
15.19,134.8,1.28,0.01,3.9,2.01,1.51,11.59,-50.0,-1310.59,74.79,20.51
15.11,136.9,1.02,0.07,1.55,2.13,1.51,10.6,-49.0,-707.39,48.48,18.48
24.86,139.9,1.87,0.01,1.72,2.01,1.51,12.76,-45.0,-2005.42,70.51,18.9
16.37,139.8,0.53,0.01,3.23,2.09,1.51,14.5,-46.0,-1276.8,79.57,19.03
15.66,139.8,1.92,0.01,2.78,2.03,1.53,12.07,-49.0,-1432.1,43.29,19.91
23.53,136.7,1.3,0.02,2.1,2.01,1.51,10.57,-46.0,-1817.36,48.46,18.88
24.82,135.7,0.72,0.0,2.76,2.01,1.51,11.67,-45.0,-1755.15,34.16,20.52
15.94,132.8,1.11,0.01,2.71,2.05,1.55,10.6,-49.0,-1148.2,56.4,18.67
16.48,133.5,1.43,0.07,1.73,2.01,1.51,14.7,-44.0,-1329.42,49.13,18.8
24.76,137.5,0.7,0.03,2.58,2.01,1.51,11.56,-45.0,-1808.49,39.01,20.65
23.26,139.8,1.14,0.03,2.5,2.01,1.51,12.13,-46.0,-1811.88,42.5,19.88
24.94,140.0,1.43,0.01,1.9,2.01,1.51,14.91,-43.0,-2019.97,59.83,19.23
23.63,139.1,0.5,0.01,3.07,2.02,1.51,14.84,-42.0,-1753.86,18.99,18.94
15.54,133.6,0.7,0.01,2.61,2.07,1.57,11.56,-48.0,-962.68,75.68,20.69
15.28,134.9,1.3,0.01,3.27,2.01,1.51,11.6,-50.0,-1313.36,59.08,20.75
16.7,139.2,1.38,0.01,1.86,2.01,1.51,10.48,-47.0,-1102.67,21.75,19.42
24.82,139.4,0.72,0.02,2.76,2.01,1.51,10.65,-44.0,-1747.31,30.24,18.65
16.46,137.9,1.28,0.0,1.59,2.02,1.51,10.59,-47.0,-940.3,21.09,18.57
16.7,138.7,1.2,0.07,3.42,2.09,1.59,10.75,-49.0,-1339.31,58.07,19.26
23.63,139.1,0.6,0.01,3.23,2.17,1.51,14.92,-41.0,-1612.26,23.68,19.13
24.69,139.2,0.5,0.01,3.13,2.02,1.51,11.5,-41.0,-1573.3,39.53,20.61
24.66,128.2,1.1,0.0,1.63,2.02,1.52,10.37,-45.0,-1798.32,57.48,18.84
23.45,137.9,0.5,0.0,2.72,2.1,1.58,11.68,-45.0,-1667.16,43.41,20.76
17.28,139.2,1.3,0.03,2.1,2.17,1.51,10.18,-46.0,-1148.5,20.75,19.7
15.64,135.4,2.03,0.01,3.29,2.01,1.51,12.22,-50.0,-1458.98,48.91,19.91
16.5,135.8,0.55,0.07,3.64,2.01,1.51,14.92,-45.0,-1390.8,83.41,18.91
24.76,139.8,0.72,0.02,2.59,2.02,1.52,11.67,-45.0,-1836.07,37.61,20.63
23.59,137.8,0.5,0.02,3.33,2.01,1.51,14.97,-41.0,-1636.1,23.56,19.24
24.83,138.2,1.08,0.0,2.15,2.04,1.54,11.54,-46.0,-1884.25,50.09,21.0
23.31,138.6,0.7,0.01,2.87,2.01,1.51,11.41,-45.0,-1697.69,29.01,20.73
22.94,135.5,0.67,0.0,1.41,2.01,1.51,10.26,-44.0,-1570.74,63.64,19.44
24.97,132.4,1.87,0.02,1.46,2.01,1.51,10.31,-45.0,-1933.94,70.34,19.37
23.25,139.7,0.52,0.04,3.17,2.01,1.51,14.61,-43.0,-1698.68,21.49,18.38
24.85,139.1,0.5,0.0,3.1,2.17,1.51,14.96,-40.0,-1604.33,23.79,18.92
24.83,138.2,0.91,0.01,2.15,2.04,1.54,11.54,-45.0,-1879.54,49.22,21.18
16.49,137.9,1.14,0.01,2.02,2.02,1.51,10.59,-47.0,-1021.75,33.85,18.59
23.31,132.8,0.64,0.01,2.87,2.01,1.51,11.41,-45.0,-1701.6,33.52,20.76
19.42,140.0,1.43,0.01,2.09,2.01,1.51,14.99,-43.0,-1705.97,47.0,19.04
16.49,137.9,1.14,0.03,2.02,2.01,1.51,10.64,-47.0,-1048.67,30.19,18.87
22.45,133.4,0.5,0.0,3.25,2.01,1.51,14.45,-45.0,-1645.2,25.0,19.43
23.05,139.7,0.66,0.02,2.09,2.02,1.51,12.16,-45.0,-1735.42,43.23,20.13
23.63,139.5,0.5,0.02,3.1,2.17,1.51,14.71,-42.0,-1667.07,20.16,18.64
24.85,139.6,1.38,0.01,1.97,2.03,1.52,10.37,-46.0,-1910.38,55.94,19.48
18.38,135.6,1.31,0.0,1.66,2.01,1.51,14.62,-43.0,-1468.06,44.36,18.68
23.66,139.2,0.5,0.0,3.32,2.01,1.51,11.54,-43.0,-1461.17,47.8,20.44
24.65,132.4,1.27,0.01,1.55,2.02,1.52,10.62,-45.0,-1854.5,58.49,18.94
15.94,139.9,1.11,0.01,2.72,2.01,1.51,10.17,-49.0,-1142.93,58.68,19.53
15.11,133.6,1.0,0.01,3.5,2.02,1.51,14.58,-47.0,-1399.14,91.87,18.7
16.92,132.9,1.64,0.01,2.15,2.05,1.55,10.17,-48.0,-1264.92,27.39,19.83
