X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,ANG,AVG,RIP,COG
23.86,137.6,0.5,0.01,1.89,2.06,1.56,14.97,2.77,15.89,-44.0,-1862.35,32.56,17.61
24.27,125.0,0.7,0.01,2.86,2.08,1.57,14.99,2.79,15.94,-46.0,-1843.49,35.68,18.05
24.81,137.6,0.51,0.01,1.63,2.01,1.51,14.76,1.93,16.26,-42.0,-1916.48,33.19,16.51
24.82,139.4,0.5,0.02,1.59,2.35,1.81,15.0,1.4,16.63,-39.0,-1910.37,30.5,21.7
24.85,139.3,1.95,0.01,1.63,2.34,1.83,11.89,5.04,13.11,-37.0,-2126.34,66.1,13.16
19.92,137.0,1.38,0.02,0.69,2.02,1.51,15.0,0.36,17.99,-32.0,-1554.12,49.66,17.38
23.1,136.9,0.5,0.0,2.87,2.01,1.51,14.77,1.86,16.55,-43.0,-1789.43,26.51,14.75
23.02,138.6,0.5,0.38,3.44,2.16,1.64,14.95,1.16,17.76,-36.0,-1514.89,10.72,20.09
24.84,127.3,1.88,0.01,1.63,2.04,1.53,11.94,5.84,12.04,-40.0,-2056.66,59.31,13.86
23.09,137.9,0.5,0.15,1.7,2.09,1.51,14.99,0.63,17.72,-37.0,-1766.74,33.49,20.91
24.82,139.0,0.51,0.1,2.84,2.31,1.81,11.68,0.39,17.79,-37.0,-1616.23,40.56,20.72
21.68,139.4,1.57,0.01,1.64,2.33,1.83,11.95,4.23,12.05,-45.0,-1703.52,72.88,20.07
24.74,138.2,0.53,0.09,1.55,2.01,1.51,11.86,6.12,12.09,-29.0,-1978.17,43.1,17.36
23.58,139.2,0.86,0.01,2.81,2.06,1.52,14.79,1.93,16.57,-44.0,-1855.44,41.81,20.96
24.86,139.3,1.63,0.01,1.64,2.32,1.81,12.01,6.09,12.05,-36.0,-2139.43,57.16,14.85
19.19,127.3,2.0,0.11,2.36,2.06,1.51,14.84,4.12,17.85,-47.0,-1692.04,63.46,16.09
23.11,137.7,0.5,0.45,3.43,2.09,1.51,15.0,1.09,16.69,-37.0,-1448.73,7.27,20.79
24.85,136.5,1.93,0.01,1.67,2.38,1.83,11.78,0.54,17.61,-35.0,-1722.67,64.31,13.22
24.3,123.8,0.5,0.04,0.75,2.08,1.51,15.0,0.37,17.98,-27.0,-1617.33,46.17,21.21
24.85,138.8,0.56,0.01,3.04,2.28,1.77,12.25,5.16,12.87,-44.0,-1673.8,14.99,21.06
20.6,138.0,1.95,0.01,1.57,2.02,1.52,11.85,4.98,12.94,-46.0,-1669.9,80.28,15.01
24.92,112.9,0.5,0.01,3.06,2.08,1.58,14.83,0.36,17.72,-39.0,-1753.3,21.44,15.08
20.73,139.2,1.42,0.01,2.53,2.06,1.55,14.98,3.51,17.05,-47.0,-1805.7,61.93,14.41
22.52,137.4,0.81,0.39,2.92,2.02,1.51,14.86,2.63,17.85,-40.0,-1762.26,32.7,16.63
21.17,139.3,1.93,0.01,1.62,2.02,1.51,14.78,2.76,16.6,-45.0,-1794.54,66.08,16.75
24.96,139.4,0.5,0.01,2.04,2.35,1.81,14.99,1.4,16.63,-40.0,-1926.64,28.59,13.51
19.92,139.2,1.38,0.02,0.71,2.06,1.51,15.0,0.37,17.79,-33.0,-1523.54,50.06,21.56
24.59,139.2,0.53,0.01,0.73,2.28,1.77,12.02,5.16,12.96,-25.0,-2042.57,56.57,20.04
24.55,138.6,1.51,0.01,1.64,2.01,1.51,11.61,1.47,15.35,-44.0,-1863.08,66.52,13.81
23.0,114.5,0.57,0.0,2.86,2.06,1.52,14.99,0.37,17.72,-38.0,-1725.23,22.88,19.36
23.12,137.7,0.5,0.39,3.3,2.08,1.51,14.3,1.53,15.39,-42.0,-1501.41,10.37,21.68
24.85,130.6,1.95,0.01,1.63,2.38,1.83,11.89,5.04,13.11,-39.0,-2058.77,66.44,16.89
23.49,139.1,1.33,0.01,2.53,2.02,1.52,14.98,3.26,16.25,-43.0,-1950.55,57.2,14.29
20.73,137.7,1.43,0.01,2.89,2.06,1.55,14.98,2.11,17.72,-43.0,-1828.16,62.27,17.67
24.27,138.0,0.7,0.03,2.86,2.06,1.56,14.99,2.79,15.94,-45.0,-1828.94,36.21,19.89
24.84,138.0,0.63,0.01,2.97,2.02,1.52,11.45,3.42,12.04,-45.0,-1655.08,21.58,15.92
24.96,139.4,2.11,0.11,1.22,2.36,1.81,14.99,0.94,17.1,-30.0,-1945.82,45.55,19.95
20.89,139.5,0.53,0.09,2.56,2.04,1.54,15.0,4.71,16.1,-47.0,-1641.33,28.16,21.43
24.85,138.8,0.56,0.12,3.04,2.28,1.77,11.99,5.16,12.87,-43.0,-1668.1,14.34,13.66
19.49,136.9,1.38,0.01,3.23,2.06,1.51,15.0,2.79,17.95,-46.0,-1662.87,61.24,20.89
24.85,139.4,1.95,0.01,1.64,2.34,1.83,11.78,6.1,12.05,-35.0,-2178.99,58.47,15.93
24.3,124.1,0.53,0.04,3.18,2.09,1.51,15.0,0.5,16.59,-41.0,-1681.61,16.48,20.67
24.86,139.3,1.56,0.02,2.03,2.31,1.81,11.99,5.88,12.06,-38.0,-2111.83,55.94,15.27
19.28,137.0,1.77,0.01,2.48,2.06,1.55,15.0,2.82,17.05,-48.0,-1728.83,67.18,18.15
23.89,135.7,1.58,0.06,0.71,2.12,1.57,14.11,0.87,17.98,-26.0,-1696.83,60.18,13.19
19.92,137.0,1.36,0.02,0.71,2.08,1.53,15.0,0.36,17.99,-32.0,-1543.66,48.24,14.81
24.73,136.9,1.21,0.07,0.83,2.06,1.51,15.0,0.42,17.11,-35.0,-1854.36,49.24,13.38
24.44,114.5,0.57,0.02,2.86,2.06,1.51,14.99,0.43,17.98,-39.0,-1769.08,21.86,20.84
24.73,139.0,1.52,0.03,0.77,2.33,1.81,11.9,6.21,12.05,-30.0,-2151.73,56.39,20.26
23.64,139.6,0.51,0.37,1.14,2.14,1.63,11.97,0.92,12.13,-44.0,-1566.91,66.32,19.0
19.7,138.0,1.2,0.38,3.37,2.06,1.51,14.3,0.38,15.49,-43.0,-1487.16,54.27,21.77
23.1,139.4,0.61,0.02,3.04,2.32,1.82,11.61,5.17,12.96,-46.0,-1646.98,25.95,21.41
24.96,139.3,1.95,0.01,1.62,2.37,1.82,11.89,0.15,17.88,-35.0,-1687.57,70.51,13.61
23.01,114.5,0.5,0.01,0.88,2.06,1.51,14.99,0.29,17.98,-32.0,-1542.87,44.1,21.53
21.72,135.8,1.57,0.01,1.61,2.34,1.83,11.45,5.04,15.36,-43.0,-1767.12,82.67,19.85
24.81,137.0,1.94,0.02,1.62,2.02,1.52,11.61,0.68,12.04,-46.0,-1957.97,75.62,19.64
24.89,138.2,1.95,0.42,1.64,2.02,1.51,11.93,5.94,12.17,-35.0,-2092.76,57.48,14.08
19.56,137.7,0.52,0.01,2.87,2.06,1.52,15.0,2.19,17.73,-45.0,-1594.86,20.44,20.86
24.74,138.8,0.56,0.01,1.22,2.31,1.8,11.9,6.24,12.02,-25.0,-2105.05,41.83,20.92
24.85,125.1,1.95,0.01,1.51,2.35,1.85,11.78,6.1,12.05,-38.0,-2060.93,61.2,16.72
22.5,139.7,1.58,0.08,2.3,2.08,1.53,14.88,1.07,16.45,-42.0,-1902.53,59.75,15.93
21.49,137.6,0.51,0.04,2.53,2.06,1.55,14.98,3.51,16.68,-47.0,-1695.18,25.88,19.34
23.13,137.7,0.5,0.39,3.42,2.02,1.52,14.3,1.53,15.39,-41.0,-1421.56,7.33,13.35
19.92,136.9,1.38,0.0,0.71,2.06,1.51,15.0,0.36,17.87,-32.0,-1535.91,49.82,18.1
20.94,137.7,0.5,0.39,3.38,2.06,1.51,14.83,1.09,15.83,-43.0,-1489.34,21.79,21.46
24.85,138.8,0.53,0.01,2.06,2.32,1.81,11.99,5.25,12.87,-38.0,-1938.17,40.78,20.18
24.86,139.3,1.77,0.01,1.66,2.3,1.79,12.01,1.93,12.4,-46.0,-1979.5,75.71,15.44
24.94,139.3,1.77,0.01,1.56,2.05,1.55,14.97,1.05,17.01,-35.0,-2025.71,42.92,21.56
24.26,139.3,0.7,0.01,1.46,2.35,1.84,12.01,2.03,16.71,-39.0,-1761.07,52.64,21.04
24.91,139.4,1.27,0.02,2.06,2.32,1.81,11.99,1.46,16.63,-42.0,-1833.54,61.85,14.38
24.45,119.0,0.5,0.01,2.92,2.12,1.57,15.0,0.93,17.62,-40.0,-1789.63,18.72,15.94
23.11,137.7,0.5,0.39,3.43,2.02,1.51,15.0,1.09,16.69,-38.0,-1490.42,8.36,20.24
24.13,139.3,1.95,0.01,1.64,2.34,1.83,11.89,5.86,12.29,-37.0,-2083.59,67.83,16.76
20.91,114.9,0.86,0.01,2.81,2.06,1.55,14.79,3.25,16.6,-48.0,-1642.74,41.29,15.05
19.96,139.2,0.52,0.01,2.51,2.06,1.52,15.0,3.59,17.05,-48.0,-1550.78,22.73,19.06
23.4,125.0,0.5,0.38,3.37,2.06,1.51,14.3,1.55,15.65,-42.0,-1506.97,9.64,21.92
24.85,127.4,1.99,0.05,1.61,2.34,1.83,11.61,5.16,12.99,-40.0,-2041.09,65.74,14.55
19.19,127.3,0.5,0.01,2.36,2.06,1.52,14.84,1.35,17.85,-41.0,-1530.94,28.33,20.14
24.85,139.3,1.22,0.01,2.04,2.32,1.81,11.99,5.48,12.05,-42.0,-1999.32,51.75,13.29
20.84,137.0,0.5,0.02,0.71,2.12,1.51,15.0,0.54,17.99,-30.0,-1451.25,51.92,20.29
24.81,139.3,1.95,0.01,1.51,2.31,1.81,11.99,1.19,12.05,-46.0,-1979.52,77.51,17.2
24.48,137.7,0.5,0.01,0.82,2.07,1.57,14.97,0.36,16.26,-39.0,-1753.48,43.63,20.51
24.6,139.2,0.51,0.01,1.45,2.04,1.51,11.97,1.85,16.55,-41.0,-1770.78,44.15,16.03
23.11,137.4,0.5,0.45,3.43,2.09,1.51,15.0,1.09,16.71,-37.0,-1454.83,7.59,21.59
24.81,139.3,0.56,0.01,2.99,2.34,1.83,12.0,5.17,12.89,-44.0,-1713.85,17.08,20.2
24.82,138.0,0.53,0.09,1.29,2.01,1.51,11.91,6.12,12.01,-27.0,-2027.76,43.46,18.94
21.6,137.0,0.53,0.07,2.37,2.01,1.51,14.93,4.25,15.15,-47.0,-1684.2,33.9,14.78
19.29,137.0,1.38,0.13,0.71,2.06,1.51,14.75,0.37,17.95,-31.0,-1442.04,49.06,19.62
24.72,138.3,1.95,0.42,1.46,2.06,1.51,11.93,1.28,16.47,-39.0,-1765.06,59.98,15.93
23.21,133.6,0.5,0.03,3.41,2.09,1.51,15.0,1.03,16.69,-41.0,-1580.19,11.32,20.84
24.71,139.0,1.52,0.03,0.74,2.33,1.81,11.9,6.21,12.05,-30.0,-2153.97,56.82,14.32
20.84,137.0,0.5,0.0,0.71,2.18,1.57,15.0,0.88,17.62,-31.0,-1494.37,52.54,15.27
20.73,137.6,1.31,0.01,2.34,2.08,1.57,14.98,3.54,17.01,-48.0,-1752.51,61.05,16.16
23.02,137.7,0.5,0.09,3.44,2.23,1.72,14.71,2.34,17.64,-41.0,-1627.51,18.61,13.41
23.53,137.0,0.52,0.03,0.71,2.06,1.52,15.0,1.48,17.99,-27.0,-1781.6,37.26,15.86
24.86,137.7,0.5,0.45,2.84,2.09,1.51,15.0,1.09,16.69,-39.0,-1725.8,16.37,20.59
24.95,139.4,0.5,0.01,1.11,2.26,1.72,11.99,1.42,16.63,-38.0,-1710.93,47.3,13.98
24.3,123.8,0.5,0.04,3.21,2.08,1.51,15.0,0.52,17.72,-39.0,-1698.11,12.72,20.16
24.61,136.4,1.27,0.07,2.17,2.02,1.52,11.59,2.63,15.76,-45.0,-1887.41,63.35,14.17
19.92,138.0,1.39,0.01,0.69,2.02,1.51,15.0,4.9,17.63,-36.0,-1759.89,46.87,20.27
25.0,139.4,1.95,0.01,1.4,2.36,1.82,11.99,1.19,12.04,-46.0,-1952.44,77.62,17.89
24.6,139.0,0.51,0.01,1.88,2.01,1.51,14.79,1.75,16.25,-43.0,-1930.2,32.25,20.06
24.05,138.0,0.53,0.09,1.64,2.01,1.51,11.94,6.12,12.01,-29.0,-1944.44,45.9,16.61
24.41,137.7,0.88,0.07,2.61,2.01,1.51,15.0,0.51,16.24,-42.0,-1901.76,41.17,15.74
24.99,139.2,0.5,0.01,3.07,2.02,1.51,14.85,0.96,17.06,-39.0,-1721.39,21.6,17.34
23.48,115.9,0.86,0.01,2.81,2.01,1.51,14.79,3.25,16.26,-47.0,-1812.05,46.27,16.13
23.13,138.2,0.5,0.39,3.38,2.06,1.51,14.99,1.09,16.69,-39.0,-1510.26,5.83,20.25
24.01,139.3,1.61,0.02,1.89,2.27,1.77,11.99,1.16,12.06,-46.0,-1932.4,68.77,19.93
20.89,139.3,0.53,0.06,2.04,2.02,1.51,12.01,3.41,16.1,-47.0,-1490.59,46.45,17.38
23.84,138.4,1.56,0.01,0.69,2.02,1.52,14.99,3.13,16.03,-35.0,-2011.74,51.41,20.5
18.97,137.0,1.95,0.01,1.65,2.36,1.83,11.88,3.1,12.09,-47.0,-1491.16,67.76,21.02
24.85,114.5,0.58,0.01,1.64,2.38,1.83,11.95,5.17,12.05,-33.0,-1859.87,50.9,19.2
24.27,125.0,0.7,0.01,2.86,2.02,1.51,14.3,2.81,15.92,-47.0,-1806.87,36.79,15.08
24.44,139.2,0.56,0.0,2.86,2.07,1.57,15.0,1.4,17.16,-37.0,-1876.32,26.88,18.9
23.38,138.6,0.5,0.38,3.37,2.08,1.57,14.98,1.48,15.38,-41.0,-1489.97,8.24,14.04
24.28,136.6,0.52,0.03,3.18,2.01,1.51,15.0,0.99,17.73,-39.0,-1722.7,16.85,16.11
23.13,138.2,0.5,0.39,3.38,2.06,1.56,14.99,1.14,16.69,-39.0,-1513.39,7.9,19.57
23.4,138.0,0.5,0.16,2.3,2.06,1.51,14.23,1.46,15.65,-44.0,-1750.59,34.59,20.06
24.87,138.0,0.53,0.12,1.85,2.01,1.51,11.94,6.12,12.01,-33.0,-1978.22,39.09,15.66
19.92,138.6,0.5,0.01,0.71,2.02,1.51,15.0,1.37,16.65,-37.0,-1383.52,46.91,20.14
24.38,139.3,1.32,0.05,1.72,2.29,1.79,11.99,5.48,12.13,-42.0,-1972.42,58.69,13.5
24.81,137.0,0.52,0.03,0.65,2.06,1.52,15.0,0.22,17.96,-25.0,-1670.1,50.49,18.66
24.37,138.5,1.09,0.04,2.17,2.14,1.52,14.79,2.82,15.69,-43.0,-1950.6,50.21,20.08
24.84,139.3,1.48,0.09,1.94,2.31,1.81,11.99,1.46,12.06,-46.0,-1918.73,71.6,19.17
23.11,137.4,0.54,0.45,3.39,2.09,1.51,12.31,3.18,16.71,-40.0,-1419.16,38.2,16.68
19.28,137.0,1.77,0.01,2.48,2.05,1.55,15.0,3.51,16.26,-48.0,-1753.45,68.94,13.66
19.87,137.0,1.39,0.0,0.71,2.06,1.51,15.0,0.64,17.99,-32.0,-1552.15,49.7,18.21
24.44,139.3,0.56,0.0,2.86,2.07,1.57,14.2,1.4,17.16,-38.0,-1862.25,31.16,19.93
24.68,137.7,0.51,0.39,2.87,2.09,1.51,14.23,2.93,15.39,-42.0,-1708.77,23.54,19.81
25.0,138.0,0.5,0.01,3.07,2.02,1.52,11.75,3.16,12.0,-44.0,-1598.39,18.24,16.89
23.49,139.1,1.32,0.01,2.53,2.02,1.52,14.98,3.26,16.25,-43.0,-1960.9,56.43,21.28
24.45,139.2,1.08,0.01,2.34,2.3,1.79,12.0,1.1,12.7,-46.0,-1880.43,55.3,19.88
24.85,137.7,0.5,0.41,3.1,2.01,1.51,11.71,1.09,16.85,-39.0,-1458.12,26.66,14.31
24.62,115.3,0.56,0.0,2.86,2.12,1.57,15.0,0.76,17.62,-38.0,-1802.59,25.12,17.88
24.71,125.0,0.7,0.08,2.86,2.14,1.58,14.98,2.36,15.93,-45.0,-1789.84,34.29,18.18
24.31,125.1,0.5,0.01,2.86,2.09,1.51,14.3,1.14,16.75,-43.0,-1773.71,22.25,20.05
24.74,139.7,1.39,0.01,1.17,2.23,1.72,12.17,1.23,17.03,-36.0,-1818.17,58.38,19.92
23.29,138.0,0.54,0.01,0.71,2.09,1.52,11.51,1.48,17.99,-28.0,-1558.24,63.44,15.11
20.85,137.6,0.56,0.0,2.34,2.07,1.57,15.0,1.6,17.16,-41.0,-1708.48,28.87,20.31
24.84,138.0,0.53,0.07,1.89,2.03,1.53,12.04,6.1,12.06,-34.0,-1987.79,38.0,21.03
24.95,127.4,0.54,0.01,2.8,2.34,1.83,11.61,1.31,15.4,-45.0,-1700.6,37.66,17.6
23.82,137.8,0.5,0.01,3.29,2.33,1.83,14.97,2.83,16.35,-44.0,-1687.78,24.72,19.84
24.86,139.3,1.77,0.01,1.72,2.3,1.79,12.04,1.73,12.4,-46.0,-1983.83,74.89,19.63
23.12,137.7,0.5,0.39,3.38,2.06,1.51,14.29,1.09,15.83,-40.0,-1461.32,8.6,15.54
19.18,126.6,2.0,0.01,1.64,2.34,1.83,14.88,4.13,17.63,-47.0,-1643.6,65.14,16.49
24.73,137.0,1.77,0.01,1.6,2.28,1.78,14.85,1.22,17.05,-36.0,-1994.69,47.97,15.33
24.44,137.6,1.31,0.01,2.34,2.08,1.57,14.98,1.53,17.03,-40.0,-1998.54,50.27,17.87
23.85,139.0,0.67,0.01,1.88,2.05,1.55,14.79,1.75,16.25,-44.0,-1867.15,38.32,20.17
24.61,136.4,1.33,0.07,2.17,2.02,1.52,11.59,2.62,15.77,-45.0,-1847.63,65.0,17.94
23.93,137.6,0.5,0.01,0.72,2.06,1.56,14.97,2.77,15.89,-35.0,-1920.04,44.49,16.81
23.52,139.5,0.56,0.01,2.81,2.03,1.53,14.95,3.15,16.33,-45.0,-1849.86,25.52,16.49
21.9,137.7,1.55,0.07,2.3,2.09,1.51,15.0,1.09,16.38,-43.0,-1845.55,58.44,16.12
23.11,137.7,0.5,0.34,3.35,2.09,1.51,14.99,1.09,16.69,-39.0,-1521.97,6.51,20.81
24.62,132.2,0.56,0.01,3.01,2.01,1.51,11.94,5.16,13.02,-45.0,-1666.32,14.97,18.5
24.37,137.8,1.09,0.04,1.64,2.02,1.52,14.75,2.86,15.7,-42.0,-1998.67,52.1,14.08
20.63,137.7,0.52,0.07,2.62,2.03,1.52,15.0,2.19,17.73,-44.0,-1670.28,22.4,16.55
24.37,137.7,0.5,0.01,3.19,2.02,1.52,14.75,0.78,16.77,-40.0,-1668.71,19.08,17.74
23.86,137.6,0.5,0.01,1.89,2.06,1.51,14.97,2.72,15.89,-44.0,-1863.61,33.88,14.79
19.19,127.3,2.0,0.37,2.41,2.06,1.51,14.84,4.19,17.85,-46.0,-1603.78,59.1,14.47
24.96,137.2,1.42,0.01,2.02,2.35,1.81,14.99,0.09,17.95,-34.0,-1907.5,49.53,18.26
24.84,137.7,1.27,0.01,2.17,2.02,1.52,14.75,2.46,15.69,-44.0,-2034.24,55.22,21.74
23.56,139.4,0.56,0.01,3.11,2.33,1.82,11.61,5.17,12.79,-46.0,-1636.09,20.34,18.06
24.81,139.4,0.51,0.01,1.88,2.02,1.51,14.75,1.93,16.26,-42.0,-1948.48,30.93,20.27
24.74,138.0,0.53,0.08,1.34,2.01,1.51,11.91,5.91,12.01,-28.0,-1968.16,48.68,14.87
24.41,137.7,0.88,0.07,2.61,2.01,1.51,15.0,0.51,17.03,-40.0,-1890.41,39.59,13.32
20.89,137.6,0.51,0.02,0.71,2.14,1.53,15.0,0.37,17.99,-29.0,-1442.39,49.97,15.29
24.94,139.2,1.77,0.01,1.56,2.05,1.55,15.0,1.05,17.01,-35.0,-2027.88,42.73,14.36
19.96,138.5,0.52,0.01,3.04,2.39,1.84,15.0,2.19,17.97,-44.0,-1587.15,16.57,20.2
24.83,138.0,0.63,0.01,2.03,2.09,1.59,11.45,3.42,12.04,-46.0,-1839.03,46.78,13.34
19.29,137.0,1.36,0.08,0.6,2.06,1.51,15.0,0.36,17.95,-30.0,-1429.47,46.8,17.94
21.85,137.8,1.63,0.07,1.62,2.01,1.51,14.95,1.92,16.08,-44.0,-1832.22,65.22,15.42
20.55,138.5,1.32,0.01,2.34,2.08,1.57,14.98,0.79,17.01,-41.0,-1828.97,54.63,18.87
24.36,139.7,0.5,0.38,3.19,2.06,1.56,14.99,1.47,15.39,-41.0,-1546.65,15.71,19.66
21.65,135.7,1.58,0.07,2.32,2.07,1.57,13.65,4.25,15.31,-48.0,-1804.27,71.76,17.46
23.07,137.6,0.5,0.39,3.43,2.02,1.51,15.0,2.76,16.01,-42.0,-1463.88,15.96,15.87
23.87,139.2,0.64,0.01,2.89,2.08,1.57,14.98,2.12,17.01,-43.0,-1843.11,29.42,20.17
22.28,139.4,0.5,0.39,3.38,2.01,1.51,12.08,0.4,16.63,-40.0,-1430.84,22.53,20.49
24.86,133.4,1.56,0.01,1.85,2.29,1.79,11.94,2.18,12.01,-46.0,-1952.63,71.27,20.94
24.81,139.2,0.56,0.01,3.02,2.08,1.57,12.0,2.7,12.89,-45.0,-1625.19,20.82,17.18
20.89,139.2,0.53,0.06,2.56,2.02,1.52,15.0,3.41,16.1,-48.0,-1611.86,28.46,18.69
23.04,138.2,0.5,0.39,3.42,2.02,1.51,14.84,1.53,15.39,-41.0,-1445.55,8.0,20.22
24.82,139.9,1.95,0.11,1.4,2.1,1.55,11.82,4.31,13.31,-40.0,-2017.78,67.59,18.5
19.29,137.0,1.12,0.01,3.52,2.06,1.51,15.0,0.28,15.44,-44.0,-1574.73,58.91,19.82
19.26,139.0,1.52,0.03,0.74,2.06,1.54,11.74,3.47,11.77,-40.0,-1368.9,68.58,21.33
24.85,138.8,0.56,0.01,3.04,2.31,1.8,11.9,5.28,12.87,-43.0,-1719.99,14.82,16.72
20.69,137.7,0.88,0.07,2.54,2.01,1.51,15.0,0.49,16.22,-42.0,-1740.56,41.45,15.12
20.95,139.2,1.47,0.01,2.53,2.02,1.51,14.98,3.51,17.05,-47.0,-1826.89,61.93,21.41
24.84,125.5,0.61,0.02,2.17,2.31,1.81,12.11,1.25,12.88,-46.0,-1776.55,49.67,17.91
24.6,139.4,0.5,0.01,1.88,2.01,1.51,14.79,1.75,16.25,-43.0,-1928.81,32.54,13.32
20.77,137.0,0.5,0.02,1.88,2.12,1.51,15.0,0.37,17.99,-36.0,-1595.9,30.4,21.74
24.82,114.5,0.86,0.01,2.48,2.31,1.81,11.33,5.17,12.89,-45.0,-1806.83,40.17,15.57
24.14,123.8,0.55,0.04,3.18,2.02,1.51,15.0,0.5,16.71,-41.0,-1719.74,20.47,20.22
24.81,139.4,1.89,0.01,1.72,2.33,1.83,11.74,0.62,12.05,-46.0,-1968.78,76.4,16.56
24.96,139.4,0.5,0.01,2.04,2.36,1.81,14.84,0.93,17.11,-38.0,-1879.73,28.14,14.16
19.92,127.4,1.38,0.02,0.83,2.39,1.84,15.0,0.36,17.84,-31.0,-1533.79,48.83,20.82
24.85,139.3,1.35,0.01,2.0,2.52,1.83,11.78,6.1,12.05,-36.0,-2080.91,53.4,18.02
24.3,123.8,0.5,0.04,2.13,2.07,1.52,15.0,2.83,15.71,-45.0,-1806.9,31.34,19.92
19.74,139.3,1.79,0.42,2.33,2.06,1.51,11.81,5.73,12.05,-45.0,-1575.35,65.26,14.21
24.84,138.0,0.53,0.07,1.85,2.01,1.51,14.9,0.34,17.82,-34.0,-1867.94,31.7,13.19
19.21,138.2,1.36,0.43,0.71,2.05,1.51,15.0,0.36,17.99,-30.0,-1420.11,44.66,16.42
24.96,136.7,0.5,0.01,3.08,2.31,1.81,14.84,0.82,17.22,-39.0,-1771.57,22.9,13.8
19.92,137.7,0.93,0.02,3.35,2.02,1.51,15.0,1.12,17.99,-42.0,-1696.67,41.51,20.08
24.81,139.3,0.5,0.01,3.1,2.34,1.83,11.9,1.22,12.03,-43.0,-1647.32,27.45,20.97
24.73,138.8,0.5,0.01,1.22,2.34,1.83,11.9,6.24,12.02,-25.0,-2120.56,40.08,21.64
24.85,127.7,1.95,0.01,1.64,2.43,1.83,11.89,5.14,13.01,-40.0,-2031.16,65.4,21.0
24.85,139.3,1.35,0.01,2.0,2.52,1.83,11.78,5.58,12.57,-37.0,-2056.42,57.81,20.91
23.58,139.3,1.95,0.01,1.5,2.38,1.88,11.78,6.1,12.05,-38.0,-2031.45,69.52,13.56
23.61,130.9,0.5,0.02,0.71,2.12,1.51,15.0,0.13,17.99,-29.0,-1586.22,52.1,19.75
23.1,138.7,0.5,0.39,3.42,2.02,1.51,11.89,1.53,12.19,-41.0,-1377.02,44.2,18.33
24.66,137.8,1.46,0.04,2.17,2.14,1.52,14.75,2.64,15.7,-41.0,-2003.29,54.47,19.64
24.62,139.7,0.51,0.07,1.14,2.14,1.62,11.97,5.79,12.52,-25.0,-2055.62,46.22,19.69
21.66,138.2,0.83,0.07,2.32,2.07,1.57,13.7,4.25,15.31,-47.0,-1701.43,50.15,21.45
24.86,140.0,0.67,0.01,1.94,2.3,1.79,11.61,0.91,12.4,-46.0,-1830.52,54.82,15.52
20.95,139.9,1.47,0.01,2.48,2.02,1.51,14.86,3.51,17.05,-47.0,-1828.88,61.69,15.3
24.94,139.2,1.93,0.14,1.56,2.05,1.55,15.0,1.05,17.01,-34.0,-2008.67,42.7,14.84
24.95,138.5,1.61,0.07,1.85,2.01,1.51,14.86,0.34,17.56,-36.0,-1956.08,46.1,21.9
24.8,139.3,1.95,0.01,1.4,2.34,1.83,11.89,5.04,13.11,-36.0,-2122.61,66.79,14.61
24.44,139.1,0.56,0.0,2.88,2.09,1.51,15.0,1.24,17.32,-36.0,-1855.85,22.7,15.07
20.73,139.0,1.39,0.01,2.53,2.06,1.55,14.98,3.51,17.05,-48.0,-1786.34,60.87,17.83
23.02,114.5,0.5,0.38,3.42,2.09,1.57,14.95,2.85,15.95,-45.0,-1501.21,18.43,16.7
24.71,136.9,1.21,0.01,0.8,2.01,1.51,15.0,0.42,16.22,-39.0,-1853.36,50.4,13.48
20.84,138.6,0.5,0.36,0.71,2.12,1.51,15.0,1.55,17.99,-25.0,-1516.11,50.98,19.87
23.82,139.7,0.5,0.0,3.29,2.11,1.57,11.78,2.81,16.37,-42.0,-1532.94,28.3,19.77
24.89,137.6,2.07,0.44,1.4,2.06,1.51,11.93,5.95,12.16,-33.0,-2092.27,58.99,15.15
21.68,138.5,1.47,0.01,2.51,2.08,1.57,14.98,3.51,17.05,-46.0,-1869.43,61.58,15.57
24.3,125.0,0.53,0.04,3.18,2.06,1.51,15.0,0.5,16.71,-41.0,-1707.5,18.31,20.63
24.81,137.6,0.52,0.01,3.09,2.42,1.83,12.01,1.75,12.11,-43.0,-1643.63,29.6,13.32
19.95,136.7,1.31,0.02,0.69,2.02,1.51,14.99,0.28,17.99,-32.0,-1534.13,49.37,14.77
23.02,131.3,0.5,0.39,3.44,2.15,1.63,14.95,2.22,17.76,-38.0,-1577.28,18.28,15.43
23.11,137.7,1.38,0.01,2.53,2.13,1.63,14.98,2.8,17.09,-42.0,-1969.63,57.18,21.42
24.85,139.3,1.95,0.01,1.64,2.34,1.83,11.95,5.04,12.45,-41.0,-2077.94,63.42,15.52
24.62,136.9,0.5,0.01,1.88,2.37,1.82,15.0,0.4,17.11,-38.0,-1839.61,30.5,16.12
23.13,137.1,0.51,0.02,3.38,2.08,1.53,14.99,1.09,16.69,-41.0,-1635.3,12.94,20.77
24.74,138.8,0.56,0.01,1.26,2.31,1.8,11.9,6.33,11.93,-25.0,-2083.18,40.28,17.48
24.28,137.7,0.88,0.07,2.83,2.01,1.51,15.0,2.75,15.97,-45.0,-1829.0,48.16,21.94
24.96,139.4,0.56,0.01,3.01,2.31,1.81,11.61,5.08,12.96,-44.0,-1709.26,17.89,19.18
