X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
24,120,2,0.5,1,2.0,1.5,11,8,19.93
16,110,3,0.5,1,2.5,1.5,15,16,19.0
15,150,2,0.5,1,2.5,1.5,10,16,19.98
16,100,2,0.5,3,2.5,1.5,11,16,20.02
16,140,2,0.5,1,2.5,1.5,11,12,20.07
22,150,1,0.5,3,2.0,1.5,13,12,19.96
23,150,2,0.5,1,2.5,1.5,15,10,20.03
23,140,2,0.5,1,2.5,1.5,12,16,20.3
16,120,3,0.5,2,2.5,1.5,13,16,19.96
23,130,3,0.5,1,2.5,1.5,12,16,20.45
17,100,3,0.5,2,2.0,1.5,11,16,20.02
24,120,2,0.5,1,2.0,1.5,10,8,20.2
16,120,2,0.5,3,2.5,1.5,14,8,20.21
15,150,3,0.5,2,2.0,1.5,13,8,20.02
24,130,2,0.5,1,2.0,1.5,14,10,19.82
15,140,1,0.5,3,2.0,1.5,13,16,19.86
16,150,2,0.5,3,2.5,1.5,15,16,18.77
17,110,3,0.5,2,2.0,1.5,15,16,19.13
25,110,2,0.5,1,2.5,1.5,13,8,20.01
24,130,2,0.5,1,2.0,1.5,12,14,19.93
23,140,2,0.5,1,2.0,1.5,14,12,20.18
17,100,1,0.5,4,2.0,1.5,11,16,19.91
24,150,2,0.5,1,2.0,1.5,15,8,18.99
23,100,1,0.5,1,2.5,1.5,10,16,20.31
20,100,3,0.5,1,2.5,1.5,14,16,20.26
22,100,1,0.5,2,2.0,1.5,10,16,20.35
15,110,2,0.5,1,2.0,1.5,11,16,20.07
21,140,3,0.5,1,2.5,1.5,14,4,20.02
25,150,1,0.5,2,2.0,1.5,13,4,19.99
22,150,2,0.5,1,2.0,1.5,10,16,20.1
22,150,1,0.5,1,2.0,1.5,10,8,20.08
15,100,2,0.5,3,2.0,1.5,14,16,19.97
25,110,2,0.5,1,2.0,1.5,11,14,20.36
17,150,1,0.5,2,2.0,1.5,14,16,20.09
16,150,2,0.5,3,2.0,1.5,15,16,18.8
22,140,2,0.5,1,2.5,1.5,14,8,20.22
18,140,2,0.5,2,2.0,1.5,15,16,19.13
16,120,2,0.5,3,2.5,1.5,11,8,20.04
17,100,1,0.5,4,2.5,1.5,11,8,20.07
21,100,1,0.5,3,2.5,1.5,10,16,20.18
16,110,3,0.5,2,2.0,1.5,13,16,19.91
18,150,3,0.5,1,2.0,1.5,13,8,19.91
22,150,3,0.5,1,2.5,1.5,15,0,18.83
24,150,1,0.5,2,2.5,1.5,14,10,19.89
16,150,2,0.5,1,2.5,1.5,15,16,18.79
24,140,2,0.5,1,2.0,1.5,13,12,20.02
24,140,1,0.5,2,2.0,1.5,13,12,19.97
15,120,1,0.5,3,2.5,1.5,10,4,20.17
23,120,3,0.5,1,2.5,1.5,13,14,20.29
15,110,1,0.5,1,2.0,1.5,11,4,19.99
20,110,2,0.5,1,2.0,1.5,14,16,20.23
15,120,2,0.5,3,2.5,1.5,11,8,20.06
25,110,1,0.5,2,2.0,1.5,15,6,20.13
22,140,1,0.5,3,2.0,1.5,15,12,18.91
22,140,3,0.5,1,2.0,1.5,14,14,19.82
15,150,2,0.5,3,2.5,1.5,11,16,19.8
23,150,1,0.5,2,2.0,1.5,13,14,20.35
22,150,2,0.5,1,2.0,1.5,12,16,20.51
22,120,3,0.5,1,2.0,1.5,15,12,19.0
21,140,1,0.5,3,2.0,1.5,15,14,19.98
20,120,2,0.5,1,2.5,1.5,15,16,18.62
16,150,2,0.5,3,2.5,1.5,12,16,20.27
15,140,2,0.5,3,2.5,1.5,12,8,20.0
17,110,3,0.5,2,2.5,1.5,15,16,19.22
20,150,2,0.5,1,2.0,1.5,15,12,19.08
24,130,2,0.5,1,2.0,1.5,10,8,20.0
22,100,3,0.5,1,2.0,1.5,11,16,19.79
22,150,1,0.5,2,2.0,1.5,13,8,19.97
25,120,1,0.5,2,2.5,1.5,13,10,20.29
24,120,2,0.5,1,2.0,1.5,11,16,20.03
17,120,3,0.5,1,2.0,1.5,14,16,20.11
22,150,1,0.5,2,2.5,1.5,14,14,19.88
21,140,3,0.5,1,2.5,1.5,14,8,20.19
24,120,2,0.5,1,2.0,1.5,10,16,20.18
16,150,2,0.5,1,2.0,1.5,15,16,18.79
24,130,1,0.5,1,2.0,1.5,11,16,19.98
17,140,2,0.5,1,2.0,1.5,15,0,18.85
18,110,3,0.5,1,2.0,1.5,15,16,18.92
22,110,1,0.5,1,2.0,1.5,10,8,20.06
23,150,2,0.5,1,2.5,1.5,10,4,19.97
23,140,2,0.5,1,2.0,1.5,12,16,20.34
25,110,2,0.5,1,2.0,1.5,13,10,20.44
18,150,1,0.5,3,2.0,1.5,13,16,19.8
25,150,2,0.5,1,2.0,1.5,14,8,20.25
24,120,2,0.5,1,2.0,1.5,11,16,20.03
15,150,3,0.5,2,2.5,1.5,14,4,20.03
24,100,2,0.5,1,2.0,1.5,12,14,20.05
16,140,3,0.5,2,2.5,1.5,15,16,19.06
21,120,2,0.5,2,2.0,1.5,11,16,20.08
15,120,3,0.5,1,2.5,1.5,15,0,18.85
20,140,2,0.5,2,2.5,1.5,15,16,19.26
20,120,2,0.5,2,2.5,1.5,15,16,19.02
22,110,1,0.5,1,2.0,1.5,13,4,19.87
24,110,2,0.5,1,2.0,1.5,15,8,18.98
