X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
19.77,102.0,3.6,0.21,0.55,2.03,1.53,11.64,16.8,4.66,3.05,-45.0,-1132.37,93.5
22.9,111.6,2.86,0.58,0.73,2.61,1.84,11.89,12.93,3.12,2.85,-45.0,-1448.33,95.08
23.17,120.1,2.25,0.47,1.25,2.17,1.66,10.24,14.1,7.54,3.68,-45.0,-1542.63,94.12
22.92,124.6,2.37,0.41,0.97,2.24,1.66,10.85,13.27,3.86,6.28,-45.0,-1578.63,116.78
23.39,139.0,0.55,0.87,2.8,2.48,1.97,10.77,16.92,1.58,2.1,-41.0,-1349.98,88.27
24.77,108.4,2.16,0.47,1.24,2.18,1.66,10.19,17.05,8.04,1.18,-41.0,-1424.65,117.05
24.93,132.5,3.09,0.58,0.5,2.45,1.79,13.75,16.87,4.32,1.2,-42.0,-1552.13,75.32
23.48,97.8,1.2,0.87,0.56,2.29,1.79,10.16,14.54,1.06,4.98,-46.0,-1211.04,176.62
20.47,124.3,1.5,0.49,2.61,2.31,1.8,12.16,16.46,1.12,5.42,-46.0,-1418.84,89.68
22.68,102.9,3.46,0.14,0.5,2.2,1.53,13.03,14.1,7.29,6.22,-46.0,-1452.67,91.75
19.91,115.4,1.46,0.69,2.55,2.37,1.86,14.96,15.88,4.28,3.98,-46.0,-1407.97,49.59
19.48,122.7,2.1,0.66,0.96,2.52,1.95,13.03,16.2,8.08,7.32,-47.0,-1199.08,100.56
24.63,120.2,0.67,0.64,2.06,2.57,1.63,14.36,14.91,4.01,3.46,-45.0,-1565.31,80.39
23.98,96.2,3.22,0.67,0.5,2.5,1.66,10.07,13.29,8.63,5.41,-45.0,-1332.56,110.08
21.17,136.0,1.67,0.69,0.5,2.7,1.88,12.43,14.85,4.72,6.98,-47.0,-1339.0,154.61
23.3,129.3,2.82,0.09,0.84,2.62,1.84,12.28,16.85,7.42,2.85,-44.0,-1458.1,99.12
21.05,115.4,1.24,0.69,3.05,2.38,1.88,14.96,16.05,4.61,5.22,-46.0,-1457.28,46.41
24.48,99.3,1.18,0.9,2.5,2.57,1.63,11.25,12.63,3.77,3.52,-45.0,-1397.81,79.6
23.32,115.4,1.05,0.87,2.56,2.38,1.88,14.81,15.88,1.0,2.07,-43.0,-1553.07,49.04
23.48,139.2,0.55,0.81,2.75,2.48,1.96,10.62,11.71,1.01,2.09,-43.0,-1485.25,54.58
24.75,85.6,2.88,0.24,0.5,2.21,1.66,10.96,16.25,3.6,1.87,-44.0,-1295.76,101.25
23.64,85.9,1.55,0.44,2.04,2.24,1.64,11.59,15.12,4.63,3.43,-45.0,-1477.06,82.94
23.48,97.2,2.02,0.51,0.85,2.26,1.76,14.22,16.4,5.3,3.12,-45.0,-1469.1,92.09
20.46,123.9,2.3,0.5,2.11,2.31,1.8,10.23,16.46,1.95,6.08,-46.0,-1389.3,131.73
18.48,120.1,1.85,0.88,2.93,2.29,1.63,11.62,17.17,7.71,7.35,-46.0,-1144.51,69.52
24.12,120.1,0.8,0.37,1.23,2.18,1.66,10.08,17.17,5.72,1.71,-42.0,-1376.44,96.55
20.33,118.5,0.84,0.55,3.37,2.37,1.57,14.29,14.95,2.89,3.55,-45.0,-1266.82,36.12
23.52,124.2,1.06,0.71,2.82,2.62,1.78,12.3,13.09,1.08,1.87,-44.0,-1474.71,63.64
20.31,120.1,0.96,0.46,3.23,2.31,1.8,12.17,16.43,9.04,6.09,-46.0,-1349.05,74.23
24.45,130.1,3.19,0.28,0.5,2.45,1.61,10.1,13.26,4.19,5.28,-45.0,-1575.96,135.02
23.9,120.1,2.26,0.47,1.26,2.18,1.66,10.19,16.01,6.42,3.09,-45.0,-1500.38,101.89
21.22,132.7,0.99,0.49,3.06,2.76,1.82,11.37,11.39,1.91,1.93,-44.0,-1344.69,48.51
21.23,93.1,2.73,0.71,1.12,2.12,1.62,10.78,11.39,2.66,2.05,-45.0,-1384.62,79.09
22.68,108.4,0.54,0.14,1.2,2.2,1.53,13.5,14.1,4.56,5.16,-47.0,-1416.18,84.19
17.9,121.9,1.99,0.81,1.65,2.27,1.77,11.54,15.56,5.92,1.89,-44.0,-1155.71,92.98
21.17,135.9,3.8,0.56,0.5,2.52,1.7,12.43,14.07,8.64,7.0,-46.0,-1413.86,108.55
22.91,111.9,2.86,0.58,0.78,2.61,1.84,11.62,13.24,3.12,2.85,-45.0,-1433.99,96.94
24.5,108.4,3.09,0.58,0.5,2.3,1.79,13.73,16.85,4.51,1.4,-42.0,-1451.86,80.9
23.52,93.3,2.66,0.15,1.09,2.4,1.74,10.72,14.91,8.7,4.51,-46.0,-1429.01,103.31
20.49,122.2,1.53,0.49,2.6,2.46,1.82,12.19,16.48,5.05,6.04,-46.0,-1389.5,70.9
24.5,108.4,3.09,0.58,0.5,2.3,1.79,13.87,16.9,4.36,1.33,-41.0,-1468.93,77.71
24.04,120.1,0.71,0.71,1.07,2.18,1.66,13.18,13.69,4.05,3.55,-46.0,-1518.17,89.13
24.15,130.1,2.25,0.47,1.25,2.17,1.66,10.24,14.1,7.54,3.68,-45.0,-1621.16,95.8
24.8,130.5,2.7,0.72,0.67,2.38,1.63,11.27,12.96,4.98,4.51,-45.0,-1626.94,101.65
21.23,93.1,2.73,0.71,1.12,2.12,1.62,10.78,11.39,5.16,4.55,-45.0,-1375.8,71.52
23.48,139.0,0.55,0.45,2.8,2.48,1.97,10.91,11.84,1.06,1.98,-42.0,-1573.39,52.78
24.84,115.4,0.5,0.69,3.09,2.31,1.78,12.5,16.05,4.61,2.11,-43.0,-1429.53,62.73
23.47,97.1,2.02,0.66,0.85,2.26,1.76,14.22,16.4,5.3,3.12,-45.0,-1424.98,93.03
23.64,86.4,1.52,0.87,1.84,2.24,1.7,11.59,11.72,4.51,4.38,-45.0,-1436.83,65.23
24.13,102.9,0.74,0.03,1.18,2.18,1.51,14.29,14.94,4.58,3.93,-46.0,-1528.92,82.76
24.6,122.2,1.53,0.49,1.87,2.41,1.76,12.19,16.48,6.21,1.92,-43.0,-1563.34,93.26
21.05,115.4,3.44,0.67,0.6,2.46,1.88,14.96,15.99,4.49,5.52,-46.0,-1350.14,111.24
23.46,99.2,0.54,0.7,2.6,2.52,1.64,11.25,11.62,3.82,3.45,-47.0,-1316.66,67.36
20.33,124.4,1.73,0.53,2.33,2.68,1.88,14.83,15.99,3.98,2.96,-44.0,-1409.04,57.98
20.33,115.4,0.7,0.68,3.35,2.12,1.62,14.29,15.27,2.92,3.9,-44.0,-1330.94,39.81
22.91,111.8,3.08,0.58,0.78,2.61,1.84,11.62,13.24,3.14,2.85,-45.0,-1438.1,97.64
20.81,99.2,1.42,0.5,2.06,2.2,1.63,11.37,12.63,4.78,3.52,-45.0,-1340.13,68.19
24.16,122.5,1.35,0.49,1.83,2.3,1.8,12.15,14.98,6.22,3.86,-45.0,-1657.6,81.1
22.68,102.9,1.93,0.14,1.76,2.2,1.53,11.32,12.56,7.28,6.22,-45.0,-1606.55,56.22
23.48,97.4,1.63,0.87,2.13,2.32,1.79,10.25,11.86,1.01,1.46,-44.0,-1475.14,70.95
21.12,118.5,1.6,0.23,2.58,2.38,1.88,14.69,16.11,4.8,5.77,-47.0,-1673.1,47.16
23.9,134.6,3.21,0.57,0.52,2.44,1.79,11.42,15.4,1.77,1.39,-44.0,-1459.45,88.27
22.74,115.7,3.45,0.35,0.5,2.4,1.81,10.86,13.26,6.92,6.27,-46.0,-1457.51,103.41
24.7,124.2,1.09,0.72,0.99,2.67,1.78,12.45,12.96,3.05,2.54,-45.0,-1560.46,97.18
22.92,108.8,0.61,0.41,3.06,2.4,1.81,10.89,13.38,6.92,5.61,-42.0,-1456.71,48.15
24.39,99.8,1.4,0.64,2.04,2.56,1.63,11.3,14.06,4.8,3.52,-45.0,-1410.28,95.91
24.09,122.2,0.68,0.49,2.07,2.76,1.82,10.22,16.46,4.43,2.35,-43.0,-1305.08,100.29
23.48,138.6,0.55,0.7,2.75,2.47,1.96,10.62,11.89,3.36,2.09,-42.0,-1512.97,57.23
23.48,99.2,1.64,0.9,2.05,2.53,1.63,11.37,12.63,4.78,3.52,-44.0,-1378.95,87.71
20.33,126.0,1.62,0.59,0.99,2.66,1.88,14.88,15.53,3.47,2.82,-44.0,-1258.81,70.08
23.63,124.3,0.91,0.49,2.66,2.16,1.66,12.16,15.49,6.85,3.52,-45.0,-1580.07,75.16
21.05,118.6,0.69,0.5,3.32,2.1,1.57,14.21,14.95,4.71,3.97,-44.0,-1427.59,44.3
20.46,122.2,1.52,0.87,2.6,2.43,1.88,12.17,16.46,4.73,6.08,-46.0,-1315.53,78.48
23.3,111.9,2.86,0.58,0.78,2.62,1.84,14.49,16.47,3.07,2.99,-44.0,-1456.41,89.27
24.71,115.2,1.11,0.7,2.5,2.04,1.52,12.64,13.01,2.27,2.64,-44.0,-1656.0,55.84
24.71,125.2,1.06,0.47,2.32,2.72,1.78,12.3,12.62,2.27,2.59,-44.0,-1608.95,77.32
20.89,108.6,2.15,0.69,1.88,2.39,1.89,14.96,17.03,2.61,0.54,-38.0,-1608.85,76.19
24.79,108.4,3.09,0.15,0.52,2.2,1.53,13.5,16.79,4.51,1.42,-42.0,-1492.62,78.82
23.65,131.1,1.49,0.44,0.86,2.24,1.7,11.6,15.25,6.87,4.1,-45.0,-1535.59,97.32
24.57,93.8,2.57,0.6,0.99,2.38,1.72,14.02,16.1,4.03,1.95,-43.0,-1486.31,86.87
24.77,108.4,3.09,0.58,0.5,2.44,1.79,12.94,16.9,4.36,1.33,-41.0,-1418.56,83.08
24.51,102.9,3.09,0.58,0.5,2.3,1.79,13.73,16.85,4.51,1.4,-42.0,-1434.52,81.48
20.43,108.4,3.09,0.52,0.52,2.3,1.79,14.85,16.75,3.24,1.34,-41.0,-1311.02,77.37
24.83,99.5,2.78,0.91,0.51,2.35,1.8,11.25,11.34,1.95,1.86,-44.0,-1528.17,94.68
20.46,123.9,2.08,0.51,2.27,2.31,1.8,10.28,14.03,5.04,6.08,-46.0,-1476.04,67.36
19.91,115.4,1.59,0.69,2.06,2.37,1.86,14.96,15.88,4.28,3.98,-46.0,-1402.69,51.2
23.96,124.4,1.69,0.26,2.1,2.68,1.88,12.19,13.11,3.68,2.95,-45.0,-1672.69,79.26
23.11,139.0,0.55,0.87,2.8,2.48,1.97,10.77,13.08,1.56,2.09,-44.0,-1408.18,58.08
24.77,108.4,3.08,0.48,0.52,2.44,1.79,13.73,16.85,4.5,1.38,-42.0,-1457.3,81.22
20.45,120.0,3.14,0.39,1.24,2.04,1.53,10.74,15.58,3.85,3.57,-46.0,-1392.7,94.92
23.1,137.5,2.25,0.47,1.25,2.18,1.66,10.19,14.94,8.42,3.68,-45.0,-1554.9,95.94
