X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
15,130,1,0.5,3,2.0,1.5,10,14,16,14,-48.0,-1160.71,103.06
16,130,4,0.5,1,2.0,1.5,12,17,8,10,-47.0,-1175.46,102.26
24,150,2,0.5,1,2.5,1.5,12,13,7,6,-46.0,-1719.77,98.17
23,100,1,0.5,3,2.5,1.5,10,12,10,8,-46.0,-1335.7,39.96
15,100,1,0.5,4,2.5,1.5,14,15,12,12,-50.0,-854.5,142.06
22,140,3,0.5,1,2.5,1.5,14,18,0,3,-41.0,-1443.03,124.61
22,100,2,0.5,2,2.0,1.5,10,15,9,4,-46.0,-1427.82,104.39
22,120,1,0.5,3,2.0,1.5,14,18,4,0,-37.0,-1556.11,70.35
20,100,2,0.5,2,2.5,1.5,14,18,9,5,-44.0,-1154.32,89.44
20,150,1,0.5,3,2.5,1.5,13,17,0,4,-44.0,-1237.83,103.16
18,130,3,0.5,1,2.5,1.5,11,13,14,12,-47.0,-1195.5,86.69
17,100,3,0.5,2,2.5,1.5,10,16,8,10,-46.0,-976.7,100.0
23,120,2,0.5,1,2.5,1.5,11,15,9,5,-45.0,-1359.38,107.31
23,140,1,0.5,1,2.5,1.5,13,17,7,3,-43.0,-1435.46,90.93
24,130,2,0.5,1,2.0,1.5,12,16,6,2,-44.0,-1577.87,89.79
18,120,1,0.5,2,2.0,1.5,11,13,8,10,-46.0,-1262.14,39.6
15,140,3,0.5,1,2.0,1.5,14,17,7,4,-46.0,-1054.87,74.62
16,140,3,0.5,2,2.0,1.5,10,17,11,4,-47.0,-1123.32,86.63
20,150,3,0.5,1,2.5,1.5,14,17,8,6,-46.0,-1340.37,96.21
24,120,2,0.5,1,2.0,1.5,12,18,7,1,-39.0,-1491.59,91.96
22,100,2,0.5,2,2.5,1.5,10,15,4,4,-44.0,-1229.43,97.27
23,110,1,0.5,1,2.5,1.5,13,17,7,3,-43.0,-1276.68,96.42
21,120,1,0.5,1,2.0,1.5,12,16,10,6,-46.0,-1243.07,99.53
22,140,3,0.5,1,2.0,1.5,14,18,0,3,-42.0,-1584.9,113.05
18,100,2,0.5,1,2.5,1.5,10,13,3,0,-42.0,-839.36,86.78
15,130,2,0.5,1,2.0,1.5,13,14,15,14,-48.0,-1123.24,86.48
18,100,3,0.5,1,2.0,1.5,13,17,4,0,-36.0,-1265.4,89.47
24,120,2,0.5,1,2.0,1.5,11,12,8,7,-45.0,-1683.1,69.95
19,100,2,0.5,1,2.0,1.5,10,15,13,8,-47.0,-1043.84,82.15
16,140,2,0.5,3,2.0,1.5,10,17,14,8,-48.0,-1159.57,83.78
17,100,2,0.5,2,2.5,1.5,10,16,8,4,-44.0,-822.41,117.48
24,130,2,0.5,1,2.0,1.5,10,17,9,2,-43.0,-1435.62,108.25
19,150,2,0.5,1,2.0,1.5,12,16,12,8,-47.0,-1292.47,75.43
24,100,2,0.5,1,2.0,1.5,10,15,9,4,-45.0,-1406.48,99.36
16,150,3,0.5,2,2.0,1.5,14,18,4,0,-35.0,-1421.68,85.24
18,130,3,0.5,1,2.0,1.5,11,13,14,12,-47.0,-1284.63,72.33
16,140,2,0.5,1,2.0,1.5,11,18,0,4,-43.0,-940.77,124.92
15,100,3,0.5,1,2.5,1.5,12,14,14,12,-47.0,-822.54,141.81
16,150,1,0.5,1,2.0,1.5,13,15,14,12,-48.0,-1162.33,77.04
22,150,1,0.5,1,2.5,1.5,14,17,3,0,-36.0,-1460.67,85.53
22,100,2,0.5,1,2.0,1.5,14,16,6,4,-46.0,-1423.98,85.32
21,130,3,0.5,1,2.0,1.5,14,16,8,6,-46.0,-1511.0,90.43
16,150,3,0.5,2,2.0,1.5,10,12,10,8,-47.0,-1285.32,31.22
19,130,1,0.5,3,2.0,1.5,10,14,14,10,-47.0,-1276.69,65.54
23,130,2,0.5,1,2.0,1.5,15,17,4,3,-44.0,-1654.52,74.3
15,120,2,0.5,2,2.0,1.5,10,18,16,8,-48.0,-874.49,116.86
16,100,2,0.5,1,2.5,1.5,13,15,8,6,-45.0,-761.65,115.2
16,140,2,0.5,3,2.0,1.5,14,17,13,10,-48.0,-1338.09,54.12
22,110,3,0.5,1,2.0,1.5,11,18,8,3,-43.0,-1295.59,88.5
23,130,2,0.5,1,2.0,1.5,13,17,7,3,-44.0,-1540.77,87.53
15,120,3,0.5,2,2.5,1.5,11,14,2,5,-44.0,-901.59,70.99
21,150,3,0.5,1,2.0,1.5,12,16,10,6,-46.0,-1507.27,92.68
23,140,2,0.5,1,2.5,1.5,14,15,4,5,-45.0,-1588.44,109.31
15,100,3,0.5,1,2.0,1.5,14,16,2,0,-38.0,-1159.22,83.03
24,100,2,0.5,1,2.5,1.5,11,13,6,4,-45.0,-1390.81,100.66
24,110,2,0.5,1,2.0,1.5,14,18,4,0,-35.0,-1572.81,93.77
19,130,3,0.5,1,2.0,1.5,12,13,12,11,-47.0,-1385.36,70.36
22,150,2,0.5,1,2.0,1.5,14,15,0,1,-43.0,-1680.82,67.83
22,150,1,0.5,3,2.5,1.5,11,17,10,4,-44.0,-1280.45,87.72
24,120,2,0.5,1,2.5,1.5,11,18,7,0,-35.0,-1282.95,136.44
20,150,3,0.5,1,2.5,1.5,12,16,11,7,-46.0,-1301.75,95.87
24,100,2,0.5,1,2.5,1.5,11,15,0,4,-45.0,-1299.66,155.5
24,150,2,0.5,1,2.5,1.5,13,18,0,1,-37.0,-1568.9,96.92
15,130,3,0.5,1,2.0,1.5,12,15,16,13,-48.0,-1066.88,120.65
16,140,3,0.5,1,2.0,1.5,14,18,4,8,-47.0,-1165.86,104.91
17,150,3,0.5,2,2.0,1.5,14,16,4,6,-47.0,-1390.31,57.64
22,120,1,0.5,2,2.0,1.5,12,13,9,8,-46.0,-1544.05,45.08
23,120,3,0.5,1,2.5,1.5,10,17,10,3,-43.0,-1218.7,109.35
25,110,1,0.5,1,2.0,1.5,12,13,1,0,-44.0,-1584.91,74.97
16,140,2,0.5,1,2.0,1.5,13,18,13,8,-48.0,-937.79,107.25
21,120,3,0.5,1,2.0,1.5,12,13,10,9,-46.0,-1520.57,69.84
